#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,
81,507,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52013,ATP-PENSA-PRI.34.A,"A partir de la descripción de un desafío docente, identificar la estrategia que el asesor sugiere para que todos los alumnos aprendan matemáticas",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
82,667,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52013,ATP-PENSA-PRI.34.A,"A partir de la descripción de un desafío docente, identificar la estrategia que el asesor sugiere para que todos los alumnos aprendan matemáticas",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,
83,527,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52018,ATP-PENSA-PRI.35.A,"A partir de situaciones de aula observadas por el asesor, identificar la que implique un desafío al docente para que sus alumnos aprendan matemáticas",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
84,531,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52018,ATP-PENSA-PRI.35.A,"A partir de situaciones de aula observadas por el asesor, identificar la que implique un desafío al docente para que sus alumnos aprendan matemáticas",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
85,641,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52018,ATP-PENSA-PRI.35.A,"A partir de situaciones de aula observadas por el asesor, identificar la que implique un desafío al docente para que sus alumnos aprendan matemáticas",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,
86,423,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,23567,ATP-PENSA-PRI.36,"A partir de enunciados sobre la utilidad y pertinencia de diversos materiales disponibles para el estudio de las matemáticas, identificar las acciones de asesoría que promueven su uso.",Conocimiento,51.350,0.173,-0.142,-0.212,0.173,-0.155,2017,Ancla,,,,,,
87,444,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,23567,ATP-PENSA-PRI.36,"A partir de enunciados sobre la utilidad y pertinencia de diversos materiales disponibles para el estudio de las matemáticas, identificar las acciones de asesoría que promueven su uso.",Conocimiento,81.150,0.233,-0.182,0.233,-0.199,-0.144,2017,Ancla,,,,,,
88,221,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,23568,ATP-PENSA-PRI.37,"A partir de un contenido matemático, identificar los materiales o recursos de acuerdo con el grado y nivel de estudio",Comprensión,69.930,0.236,-0.126,-0.124,0.236,-0.252,2017,Ancla,,,,,,
89,367,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,23568,ATP-PENSA-PRI.37,"A partir de un contenido matemático, identificar los materiales o recursos de acuerdo con el grado y nivel de estudio",Comprensión,54.400,0.303,-0.150,0.303,-0.270,-0.188,2017,Específico,,,,,,
90,67,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23569,ATP-PENSA-PRI.38,"A partir de estrategias de evaluación de los aprendizajes matemáticos, identificar la que corresponde con la evaluación formativa.",Conocimiento,51.440,0.170,-0.058,0.170,-0.183,-0.226,2017,Específico,,,,,,
91,490,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23569,ATP-PENSA-PRI.38,"A partir de estrategias de evaluación de los aprendizajes matemáticos, identificar la que corresponde con la evaluación formativa.",Conocimiento,,,,,,,Nuevo ,Nuevo ,,,,,,
92,544,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23569,ATP-PENSA-PRI.38,"A partir de estrategias de evaluación de los aprendizajes matemáticos, identificar la que corresponde con la evaluación formativa.",Conocimiento,,,,,,,Piloto Variable,Piloto Variable,,,,,,
93,228,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23570,ATP-PENSA-PRI.39,"A partir de una situación referente al bajo logro de un alumno en el aprendizaje de las matemáticas, identificar las estrategias de evaluación formativa para evaluarlo",Aplicación,81.690,0.182,0.182,-0.193,-0.168,-0.092,2017,Específico,,,,,,
94,377,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23570,ATP-PENSA-PRI.39,"A partir de una situación referente al bajo logro de un alumno en el aprendizaje de las matemáticas, identificar las estrategias de evaluación formativa para evaluarlo",Aplicación,79.890,0.289,0.289,-0.268,-0.190,-0.133,2017,Específico,,,,,,
95,420,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23571,ATP-PENSA-PRI.40,"A partir de la descripción de una situación relacionada con los principios pedagógicos, identificar las estrategias de evaluación de la práctica docente para mejorarla.",Comprensión,46.320,0.192,-0.095,0.192,-0.223,-0.096,2017,Específico,,,,,,
96,519,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23571,ATP-PENSA-PRI.40,"A partir de la descripción de una situación relacionada con los principios pedagógicos, identificar las estrategias de evaluación de la práctica docente para mejorarla.",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
97,555,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23571,ATP-PENSA-PRI.40,"A partir de la descripción de una situación relacionada con los principios pedagógicos, identificar las estrategias de evaluación de la práctica docente para mejorarla.",Comprensión,,,,,,,Piloto Variable,Piloto Variable,,,,,,
98,388,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23572,ATP-PENSA-PRI.41,"A partir del diagnóstico de una práctica docente, identificar la estrategia que debe utilizar el asesor para mejorar la práctica docente",Aplicación,51.530,0.282,-0.263,0.282,-0.209,-0.052,2017,Específico,,,,,,
99,445,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23572,ATP-PENSA-PRI.41,"A partir del diagnóstico de una práctica docente, identificar la estrategia que debe utilizar el asesor para mejorar la práctica docente",Aplicación,81.870,0.182,-0.157,0.182,-0.161,-0.121,2017,Específico,,,,,,
100,283,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.3 Evaluaciones internas y externas,23573,ATP-PENSA-PRI.42,"A partir de los resultados de la evaluación interna o externa de un grupo relacionados con matemáticas, identificar las acciones para elevar los niveles de logro",Comprensión,89.410,0.300,0.300,-0.129,-0.297,-0.142,2017,Específico,,,,,,
101,345,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.3 Evaluaciones internas y externas,23573,ATP-PENSA-PRI.42,"A partir de los resultados de la evaluación interna o externa de un grupo relacionados con matemáticas, identificar las acciones para elevar los niveles de logro",Comprensión,80.250,0.242,-0.096,-0.191,0.242,-0.227,2017,Específico,,,,,,
102,392,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en contextos escolares diversos,23574,ATP-PENSA-PRI.43,"A partir de los contenidos del plan y programas de estudio, identificar los elementos que deben considerarse para atender el contexto escolar en que se inserta la escuela.",Conocimiento,46.410,0.200,-0.101,-0.128,0.200,-0.211,2017,Específico,,,,,,
103,396,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en contextos escolares diversos,23574,ATP-PENSA-PRI.43,"A partir de los contenidos del plan y programas de estudio, identificar los elementos que deben considerarse para atender el contexto escolar en que se inserta la escuela.",Conocimiento,45.330,0.209,0.209,-0.225,-0.279,-0.067,2017,Específico,,,,,,
104,349,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en contextos escolares diversos,23575,ATP-PENSA-PRI.44,"A partir de la descripción de un contexto escolar de alta marginación, seleccionar las características para lograr los aprendizajes esperados en Matemáticas",Aplicación,79.980,0.194,-0.159,-0.147,-0.204,0.194,2017,Específico,,,,,,
105,446,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en contextos escolares diversos,23575,ATP-PENSA-PRI.44,"A partir de la descripción de un contexto escolar de alta marginación, seleccionar las características para lograr los aprendizajes esperados en Matemáticas",Aplicación,63.640,0.172,-0.060,0.172,-0.240,-0.109,2017,Específico,,,,,,
106,594,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en contextos escolares diversos,23575,ATP-PENSA-PRI.44,"A partir de la descripción de un contexto escolar de alta marginación, seleccionar las características para lograr los aprendizajes esperados en Matemáticas",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
107,236,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23576,ATP-PENSA-PRI.45,"A partir de las características de un grupo con diversidad cultural o lingüística, determinar las tareas matemáticas que favorecen el logro de los aprendizajes esperados",Comprensión,49.460,0.223,-0.180,0.223,-0.146,-0.160,2017,Específico,,,,,,
108,387,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23576,ATP-PENSA-PRI.45,"A partir de las características de un grupo con diversidad cultural o lingüística, determinar las tareas matemáticas que favorecen el logro de los aprendizajes esperados",Comprensión,50.360,0.220,-0.134,-0.223,-0.112,0.220,2017,Específico,,,,,,
109,479,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23576,ATP-PENSA-PRI.45,"A partir de las características de un grupo con diversidad cultural o lingüística, determinar las tareas matemáticas que favorecen el logro de los aprendizajes esperados",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
110,448,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23577,ATP-PENSA-PRI.46,"A partir de acciones docentes en un grupo con diversidad cultural o lingüística, identificar las propuestas de asesoría que favorecen el logro de los aprendizajes esperados en este contexto",Aplicación,82.850,0.151,-0.140,0.151,-0.123,-0.126,2017,Específico,,,,,,
111,626,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23577,ATP-PENSA-PRI.46,"A partir de acciones docentes en un grupo con diversidad cultural o lingüística, identificar las propuestas de asesoría que favorecen el logro de los aprendizajes esperados en este contexto",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
112,643,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23577,ATP-PENSA-PRI.46,"A partir de acciones docentes en un grupo con diversidad cultural o lingüística, identificar las propuestas de asesoría que favorecen el logro de los aprendizajes esperados en este contexto",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,
113,249,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23578,ATP-PENSA-PRI.47,"A partir de acciones de asesoría, identificar las que dan seguimiento a los alumnos con necesidades educativas especiales",Comprensión,32.050,0.196,-0.256,0.196,-0.058,-0.033,2017,Específico,,,,,,
114,391,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23578,ATP-PENSA-PRI.47,"A partir de acciones de asesoría, identificar las que dan seguimiento a los alumnos con necesidades educativas especiales",Comprensión,16.430,0.199,0.199,-0.106,-0.036,-0.192,2017,Específico,,,,,,
115,395,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23579,ATP-PENSA-PRI.48,"A partir instancias de atención, identificar la que atiende a personas con aptitudes sobresalientes.",Conocimiento,61.940,0.194,-0.196,-0.043,0.194,-0.186,2017,Específico,,,,,,
116,583,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23579,ATP-PENSA-PRI.48,"A partir instancias de atención, identificar la que atiende a personas con aptitudes sobresalientes.",Conocimiento,,,,,,,Nuevo ,Nuevo ,,,,,,
117,123,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.2 Inclusión de los alumnos,23580,ATP-PENSA-PRI.49,"A partir de la descripción de necesidades de un alumno, identificar la estrategia para favorecer su inclusión en el aula",Aplicación,55.210,0.177,0.177,-0.180,-0.203,-0.108,2017,Específico,,,,,,
118,621,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.2 Inclusión de los alumnos,23580,ATP-PENSA-PRI.49,"A partir de la descripción de necesidades de un alumno, identificar la estrategia para favorecer su inclusión en el aula",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
119,95,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23581,ATP-PENSA-PRI.50,"A partir de una actividad de Matemáticas, identificar la adecuación curricular para atender a un alumno con necesidades educativas especiales",Aplicación,79.8,0.231,-0.16,0.231,-0.166,-0.184,2015,Específico,,,,,,
120,193,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23581,ATP-PENSA-PRI.50,"A partir de una actividad de Matemáticas, identificar la adecuación curricular para atender a un alumno con necesidades educativas especiales",Aplicación,57.563,0.272,-0.197,-0.218,0.272,-0.195,2016,Específico,,,,,,
121,452,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23582,ATP-PENSA-PRI.51,"A partir de la descripción de las necesidades educativas de alumnos sobresalientes, identificar las adecuaciones curriculares para su atención.",Comprensión,41.830,0.170,-0.096,-0.114,-0.189,0.170,2017,Específico,,,,,,
122,511,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23582,ATP-PENSA-PRI.51,"A partir de la descripción de las necesidades educativas de alumnos sobresalientes, identificar las adecuaciones curriculares para su atención.",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
