#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificaicón
75,618,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24550,SECTOR-PRE.29,"A partir de un listado de estrategias de intervención, identificar las que sirvan a los supervisores para impulsar el diseño de la ruta de mejora escolar",Comprensión,,,,,,,Piloto focal,Piloto focal
76,616,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24550,SECTOR-PRE.29,"A partir de un listado de estrategias de intervención, identificar las que sirvan a los supervisores para impulsar el diseño de la ruta de mejora escolar",Comprensión,,,,,,,Piloto focal,Piloto focal
77,117,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24551,SECTOR-PRE.30,"A partir de la descripción de las dificultades de una escuela (liderazgo, trabajo colaborativo o resultados educativos), seleccionar las estrategias de intervención del supervisor para impulsar el diseño de la ruta de mejora escolar",Aplicación,83.700,0.3,0.300,-0.172,-0.284,-0.181,2017,Ancla
78,186,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24551,SECTOR-PRE.30,"A partir de la descripción de las dificultades de una escuela (liderazgo, trabajo colaborativo o resultados educativos), seleccionar las estrategias de intervención del supervisor para impulsar el diseño de la ruta de mejora escolar",Aplicación,80.980,0.405,-0.228,-0.330,-0.253,0.405,2017,Ancla
79,188,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.4 Elementos que fomentan la autonomía de la gestión,24552,SECTOR-PRE.31,"A partir de las características de organización y funcionamiento de una escuela, identificar los elementos que fomentan su autonomía de gestión",Comprensión,62.500,0.239,-0.227,-0.045,0.239,-0.258,2017,Ancla
80,589,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.4 Elementos que fomentan la autonomía de la gestión,24552,SECTOR-PRE.31,"A partir de las características de organización y funcionamiento de una escuela, identificar los elementos que fomentan su autonomía de gestión",Comprensión,,,,,,,Piloto focal,Piloto focal
81,710,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.4 Elementos que fomentan la autonomía de la gestión,24552,SECTOR-PRE.31,"A partir de las características de organización y funcionamiento de una escuela, identificar los elementos que fomentan su autonomía de gestión",Comprensión,,,,,,,Piloto,Piloto
82,405,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24553,SECTOR-PRE.32,"A partir de un listado de estrategias de gestión escolar, identificar las que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado",Comprensión,77.170,0.178,-0.157,-0.080,0.178,-0.208,2017,Ancla
83,447,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24553,SECTOR-PRE.32,"A partir de un listado de estrategias de gestión escolar, identificar las que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado",Comprensión,48.910,0.152,0.152,-0.147,-0.165,-0.208,2017,Ancla
84,191,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24554,SECTOR-PRE.33,"A partir de la descripción de la situación de un colectivo docente, relacionada con el establecimiento de metas comunes para la formación del alumnado, identificar la estrategia de gestión escolar que favorece la autonomía del colectivo docente",Aplicación,85.900,0.243,-0.179,0.243,-0.123,-0.168,2015,Específico
85,411,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24554,SECTOR-PRE.33,"A partir de la descripción de la situación de un colectivo docente, relacionada con el establecimiento de metas comunes para la formación del alumnado, identificar la estrategia de gestión escolar que favorece la autonomía del colectivo docente",Aplicación,80.430,0.251,0.251,-0.203,-0.158,-0.276,2017,Ancla
86,711,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24554,SECTOR-PRE.33,"A partir de la descripción de la situación de un colectivo docente, relacionada con el establecimiento de metas comunes para la formación del alumnado, identificar la estrategia de gestión escolar que favorece la autonomía del colectivo docente",Aplicación,,,,,,,Piloto,Piloto
87,485,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.1 Fuentes de información,24555,SECTOR-PRE.34,"A partir de un listado de fuentes de información, seleccionar las necesarias para realizar el diagnóstico de la situación educativa de las escuelas del sector",Comprensión,53.260,0.176,-0.095,-0.012,0.176,-0.310,2017,Ancla
88,591,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.1 Fuentes de información,24555,SECTOR-PRE.34,"A partir de un listado de fuentes de información, seleccionar las necesarias para realizar el diagnóstico de la situación educativa de las escuelas del sector",Comprensión,,,,,,,Piloto focal,Piloto focal
89,713,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.1 Fuentes de información,24555,SECTOR-PRE.34,"A partir de un listado de fuentes de información, seleccionar las necesarias para realizar el diagnóstico de la situación educativa de las escuelas del sector",Comprensión,,,,,,,Piloto,Piloto
90,274,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24556,SECTOR-PRE.35,"A partir de los resultados educativos de las escuelas del sector (nivel de logro educativo, lectura y escritura, pensamiento matemático), identificar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo",Comprensión,71.740,0.272,-0.202,-0.281,-0.187,0.272,2017,Ancla
91,445,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24556,SECTOR-PRE.35,"A partir de los resultados educativos de las escuelas del sector (nivel de logro educativo, lectura y escritura, pensamiento matemático), identificar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo",Comprensión,76.090,0.301,-0.057,-0.321,0.301,-0.214,2017,Ancla
92,664,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,51814,SECTOR-PRE.36.A,"A partir de la información de los resultados educativos de una escuela en el Sistema de Alerta Temprana, seleccionar las estrategias que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo",Aplicación,,,,,,,Piloto focal,Piloto focal
93,772,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,51814,SECTOR-PRE.36.A,"A partir de la información de los resultados educativos de una escuela en el Sistema de Alerta Temprana, seleccionar las estrategias que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo",Aplicación,,,,,,,Piloto focal,Piloto focal
94,614,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24558,SECTOR-PRE.37,"A partir de un listado de elementos, identificar aquellos que son necesarios para el diseño del plan del trabajo del sector de acuerdo con las necesidades de las escuelas",Conocimiento,,,,,,,Piloto focal,Piloto focal
95,651,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24558,SECTOR-PRE.37,"A partir de un listado de elementos, identificar aquellos que son necesarios para el diseño del plan del trabajo del sector de acuerdo con las necesidades de las escuelas",Conocimiento,,,,,,,Piloto focal,Piloto focal
96,61,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24559,SECTOR-PRE.38,"A partir de un listado de actividades del plan de trabajo del sector, seleccionar las que propicien la atención a necesidades de las escuelas",Comprensión,71.800,0.291,0.007,0.291,-0.277,-0.176,2015,Específico
97,254,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24559,SECTOR-PRE.38,"A partir de un listado de actividades del plan de trabajo del sector, seleccionar las que propicien la atención a necesidades de las escuelas",Comprensión,59.240,0.22,-0.146,-0.208,0.220,-0.169,2017,Ancla
98,645,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24559,SECTOR-PRE.38,"A partir de un listado de actividades del plan de trabajo del sector, seleccionar las que propicien la atención a necesidades de las escuelas",Comprensión,,,,,,,Piloto,Piloto
99,132,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24560,SECTOR-PRE.39,"A partir de un listado de estrategias de seguimiento, seleccionar aquéllas que permitan evaluar el plan de trabajo de la jefatura de sector y los resultados obtenidos",Comprensión,46.900,0.161,-0.047,-0.149,-0.181,0.161,2015,Específico
100,456,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24560,SECTOR-PRE.39,"A partir de un listado de estrategias de seguimiento, seleccionar aquéllas que permitan evaluar el plan de trabajo de la jefatura de sector y los resultados obtenidos",Comprensión,54.350,0.303,-0.172,-0.192,0.303,-0.309,2017,Ancla
101,723,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24560,SECTOR-PRE.39,"A partir de un listado de estrategias de seguimiento, seleccionar aquéllas que permitan evaluar el plan de trabajo de la jefatura de sector y los resultados obtenidos",Comprensión,,,,,,,Piloto,Piloto
102,484,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24561,SECTOR-PRE.40,"A partir de una situación que describa el proceso de asesoría a las supervisiones escolares de sector, seleccionar la estrategia de seguimiento que permita evaluar el desarrollo de las acciones propuestas",Aplicación,43.480,0.192,-0.128,-0.221,0.192,-0.100,2017,Ancla
103,582,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24561,SECTOR-PRE.40,"A partir de una situación que describa el proceso de asesoría a las supervisiones escolares de sector, seleccionar la estrategia de seguimiento que permita evaluar el desarrollo de las acciones propuestas",Aplicación,,,,,,,Piloto focal,Piloto focal
104,724,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24561,SECTOR-PRE.40,"A partir de una situación que describa el proceso de asesoría a las supervisiones escolares de sector, seleccionar la estrategia de seguimiento que permita evaluar el desarrollo de las acciones propuestas",Aplicación,,,,,,,Piloto,Piloto
105,134,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24562,SECTOR-PRE.41,"A partir de un listado sobre las formas de participación del supervisor escolar (apoyo, asesoría, acompañamiento), identificar las que apoyen el diseño del plan de trabajo para el acompañamiento a los colectivos docentes del sector",Comprensión,59.300,0.151,0.151,-0.093,-0.165,-0.101,2015,Específico
106,345,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24562,SECTOR-PRE.41,"A partir de un listado sobre las formas de participación del supervisor escolar (apoyo, asesoría, acompañamiento), identificar las que apoyen el diseño del plan de trabajo para el acompañamiento a los colectivos docentes del sector",Comprensión,67.930,0.329,-0.399,0.329,-0.118,-0.034,2017,Ancla
107,131,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24563,SECTOR-PRE.42,"A partir de necesidades de acompañamiento detectadas en algunas escuelas del sector, seleccionar las acciones que determinan la participación del supervisor escolar en el diseño del plan de trabajo del sector",Aplicación,79.890,0.321,-0.110,0.321,-0.254,-0.295,2017,Ancla
108,137,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24563,SECTOR-PRE.42,"A partir de necesidades de acompañamiento detectadas en algunas escuelas del sector, seleccionar las acciones que determinan la participación del supervisor escolar en el diseño del plan de trabajo del sector",Aplicación,59.240,0.182,-0.079,-0.241,0.182,-0.122,2017,Ancla
109,455,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24564,SECTOR-PRE.43,"A partir de un listado de estrategias cuya aplicación corresponde al jefe de sector, seleccionar aquéllas que propicien la comunicación entre la comunidad escolar y las autoridades educativas",Comprensión,35.330,0.224,-0.040,-0.244,0.224,-0.137,2017,Ancla
110,652,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24564,SECTOR-PRE.43,"A partir de un listado de estrategias cuya aplicación corresponde al jefe de sector, seleccionar aquéllas que propicien la comunicación entre la comunidad escolar y las autoridades educativas",Comprensión,,,,,,,Piloto focal,Piloto focal
111,725,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24564,SECTOR-PRE.43,"A partir de un listado de estrategias cuya aplicación corresponde al jefe de sector, seleccionar aquéllas que propicien la comunicación entre la comunidad escolar y las autoridades educativas",Comprensión,,,,,,,Piloto,Piloto
112,89,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24565,SECTOR-PRE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación",Aplicación,51.400,0.158,0.158,-0.052,-0.127,-0.089,2015,Específico
113,280,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24565,SECTOR-PRE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación",Aplicación,73.370,0.378,-0.126,0.378,-0.149,-0.408,2017,Ancla
114,457,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24565,SECTOR-PRE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación",Aplicación,58.700,0.249,-0.090,0.249,-0.280,-0.104,2017,Ancla
115,76,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24566,SECTOR-PRE.45,"A partir de un listado de instituciones, organismos o dependencias, identificar las que brindan apoyo, asistencia o asesoría a las escuelas",Conocimiento,69.020,0.232,-0.184,-0.096,0.232,-0.198,2017,Ancla
116,654,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24566,SECTOR-PRE.45,"A partir de un listado de instituciones, organismos o dependencias, identificar las que brindan apoyo, asistencia o asesoría a las escuelas",Conocimiento,,,,,,,Piloto focal,Piloto focal
117,728,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24566,SECTOR-PRE.45,"A partir de un listado de instituciones, organismos o dependencias, identificar las que brindan apoyo, asistencia o asesoría a las escuelas",Conocimiento,,,,,,,Piloto,Piloto
118,461,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24567,SECTOR-PRE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, organismos y dependencias que brindan apoyo, asistencia o asesoría a estas escuelas",Aplicación,59.240,0.187,-0.031,-0.132,-0.241,0.187,2017,Ancla
119,476,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24567,SECTOR-PRE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, organismos y dependencias que brindan apoyo, asistencia o asesoría a estas escuelas",Aplicación,56.520,0.3,-0.243,-0.184,-2.000,0.300,2017,Ancla
120,608,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24567,SECTOR-PRE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, organismos y dependencias que brindan apoyo, asistencia o asesoría a estas escuelas",Aplicación,,,,,,,Piloto focal,Piloto focal
