No.,Clave Reactivo,Sesión,Tipo Reactivo,Área,Subárea,Tema,ID Especificación,Clave de la Especificación,Definición Operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,,
70,266,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional","2.1.4 Acompañamiento, seguimiento y evaluación del asesor técnico pedagógico",24824,SUPER-ESPE31,"A partir de un listado de acciones del asesor técnico pedagógico o del director, identificar las que corresponden a las etapas de seguimiento, acompañamiento o evaluación de las prácticas docentes",Comprensión,50.950,0.216,0.216,-0.159,-0.215,-0.080,2017,Ancla,,,,,,,,,,,,,
71,523,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional","2.1.4 Acompañamiento, seguimiento y evaluación del asesor técnico pedagógico",24824,SUPER-ESPE31,"A partir de un listado de acciones del asesor técnico pedagógico o del director, identificar las que corresponden a las etapas de seguimiento, acompañamiento o evaluación de las prácticas docentes",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
72,547,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional","2.1.4 Acompañamiento, seguimiento y evaluación del asesor técnico pedagógico",24824,SUPER-ESPE31,"A partir de un listado de acciones del asesor técnico pedagógico o del director, identificar las que corresponden a las etapas de seguimiento, acompañamiento o evaluación de las prácticas docentes",Comprensión,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,,
73,702,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional","2.1.4 Acompañamiento, seguimiento y evaluación del asesor técnico pedagógico",24825,SUPER-ESPE32,"A partir de una problemática escolar, identificar la acción de acompañamiento, seguimiento o evaluación del asesor técnico pedagógico o del director para la mejora de las prácticas docentes",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
74,625,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional","2.1.4 Acompañamiento, seguimiento y evaluación del asesor técnico pedagógico",24825,SUPER-ESPE32,"A partir de una problemática escolar, identificar la acción de acompañamiento, seguimiento o evaluación del asesor técnico pedagógico o del director para la mejora de las prácticas docentes",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
75,643,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional","2.1.4 Acompañamiento, seguimiento y evaluación del asesor técnico pedagógico",24825,SUPER-ESPE32,"A partir de una problemática escolar, identificar la acción de acompañamiento, seguimiento o evaluación del asesor técnico pedagógico o del director para la mejora de las prácticas docentes",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
76,135,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.5 Desarrollo profesional de directivos y colectivos docentes,24826,SUPER-ESPE33,"A partir de un listado de estrategias de intervención, identificar las que fomentan el desarrollo profesional de los docentes o directivos",Conocimiento,60.970,0.215,-0.212,0.215,-0.154,-0.109,2017,Ancla,,,,,,,,,,,,,
77,276,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.5 Desarrollo profesional de directivos y colectivos docentes,24826,SUPER-ESPE33,"A partir de un listado de estrategias de intervención, identificar las que fomentan el desarrollo profesional de los docentes o directivos",Conocimiento,52.680,0.239,0.239,-0.024,-0.206,-0.246,2017,Ancla,,,,,,,,,,,,,
78,143,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.5 Desarrollo profesional de directivos y colectivos docentes,24827,SUPER-ESPE34,"A partir de los resultados de una visita escolar, identificar las estrategias que favorecen el desarrollo profesional de directivos o docentes",Aplicación,37.130,0.233,-0.233,-0.087,-0.092,0.233,2017,Ancla,,,,,,,,,,,,,
79,527,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.5 Desarrollo profesional de directivos y colectivos docentes,24827,SUPER-ESPE34,"A partir de los resultados de una visita escolar, identificar las estrategias que favorecen el desarrollo profesional de directivos o docentes",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
80,706,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.5 Desarrollo profesional de directivos y colectivos docentes,24827,SUPER-ESPE34,"A partir de los resultados de una visita escolar, identificar las estrategias que favorecen el desarrollo profesional de directivos o docentes",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,,
81,298,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.6 Finalidad de la tutoría,24828,SUPER-ESPE35,"A partir de acciones de supervisión, identificar las que corresponden a las finalidades de la tutoría",Conocimiento,31.090,0.295,0.295,-0.037,-0.257,-0.197,2017,Ancla,,,,,,,,,,,,,
82,351,1,RS,2. Gestión escolar,"2.1 Sistema de asesoría y acompañamiento a las escuelas, y desarrollo profesional",2.1.6 Finalidad de la tutoría,24828,SUPER-ESPE35,"A partir de acciones de supervisión, identificar las que corresponden a las finalidades de la tutoría",Conocimiento,53.540,0.168,-0.156,0.168,-0.045,-0.185,2017,Ancla,,,,,,,,,,,,,
83,163,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.1 Toma de decisiones para la mejora escolar,24829,SUPER-ESPE36,"A partir de un listado de decisiones orientadas a la mejora de la calidad educativa, identificar las que favorecen a la autonomía de gestión",Conocimiento,60.970,0.248,-0.129,-0.235,0.248,-0.188,2017,Ancla,,,,,,,,,,,,,
84,290,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.1 Toma de decisiones para la mejora escolar,24829,SUPER-ESPE36,"A partir de un listado de decisiones orientadas a la mejora de la calidad educativa, identificar las que favorecen a la autonomía de gestión",Conocimiento,56.820,0.210,-0.101,-0.105,0.210,-0.252,2017,Ancla,,,,,,,,,,,,,
85,124,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.1 Toma de decisiones para la mejora escolar,24830,SUPER-ESPE37,"A partir de las condiciones de un centro escolar, identificar las acciones para favorecer la autonomía de gestión escolar",Comprensión,84.460,0.267,-0.261,0.267,-0.038,-0.184,2017,Ancla,,,,,,,,,,,,,
86,282,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.1 Toma de decisiones para la mejora escolar,24830,SUPER-ESPE37,"A partir de las condiciones de un centro escolar, identificar las acciones para favorecer la autonomía de gestión escolar",Comprensión,79.450,0.301,-0.223,0.301,-0.198,-0.177,2017,Ancla,,,,,,,,,,,,,
87,125,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.2 Ruta de mejora escolar,24831,SUPER-ESPE38,"A partir de un listado de elementos de la autonomía de gestión, seleccionar los que corresponden a la ruta de mejora",Conocimiento,85.840,0.353,-0.124,-0.189,0.353,-0.323,2017,Ancla,,,,,,,,,,,,,
88,164,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.2 Ruta de mejora escolar,24831,SUPER-ESPE38,"A partir de un listado de elementos de la autonomía de gestión, seleccionar los que corresponden a la ruta de mejora",Conocimiento,74.270,0.174,-0.061,0.174,-0.262,-0.082,2017,Ancla,,,,,,,,,,,,,
89,487,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.2 Ruta de mejora escolar,24832,SUPER-ESPE39,"A partir de un diagnóstico escolar, identificar las acciones que favorecen la autonomía de gestión de los centros educativos desde la ruta de mejora escolar",Aplicación,77.200,0.282,-0.238,0.282,-0.156,-0.177,2017,Ancla,,,,,,,,,,,,,
90,488,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.2 Ruta de mejora escolar,24832,SUPER-ESPE39,"A partir de un diagnóstico escolar, identificar las acciones que favorecen la autonomía de gestión de los centros educativos desde la ruta de mejora escolar",Aplicación,81.170,0.217,-0.074,-0.222,-0.163,0.217,2017,Ancla,,,,,,,,,,,,,
91,153,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.3 Elementos que fomentan la autonomía de la gestión,24833,SUPER-ESPE40,"A partir de un listado de elementos del Sistema Básico de Mejora, identificar los que corresponden a condiciones o prioridades de la ruta de mejora escolar",Conocimiento,82.380,0.244,-0.239,-0.136,0.244,-0.084,2017,Ancla,,,,,,,,,,,,,
92,294,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.3 Elementos que fomentan la autonomía de la gestión,24833,SUPER-ESPE40,"A partir de un listado de elementos del Sistema Básico de Mejora, identificar los que corresponden a condiciones o prioridades de la ruta de mejora escolar",Conocimiento,58.200,0.259,0.259,-0.155,-0.176,-0.219,2017,Ancla,,,,,,,,,,,,,
93,230,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.3 Elementos que fomentan la autonomía de la gestión,24834,SUPER-ESPE41,"A partir de una situación escolar, identificar los rasgos de la autonomía de gestión que se favorecen (ruta de mejora escolar, liderazgo directivo e impulso de los Consejos Técnicos Escolares, Técnico de zona o de Participación Social)",Comprensión,51.300,0.225,-0.064,0.225,-0.186,-0.247,2017,Ancla,,,,,,,,,,,,,
94,489,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.3 Elementos que fomentan la autonomía de la gestión,24834,SUPER-ESPE41,"A partir de una situación escolar, identificar los rasgos de la autonomía de gestión que se favorecen (ruta de mejora escolar, liderazgo directivo e impulso de los Consejos Técnicos Escolares, Técnico de zona o de Participación Social)",Comprensión,46.110,0.191,0.191,-0.117,-0.107,-0.207,2017,Ancla,,,,,,,,,,,,,
95,546,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.4 Metas educativas comunes,24835,SUPER-ESPE42,"A partir de un listado de acciones de un colectivo escolar dentro de la ruta de mejora, identificar las que favorecen la autonomía de gestión",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
96,602,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.4 Metas educativas comunes,24835,SUPER-ESPE42,"A partir de un listado de acciones de un colectivo escolar dentro de la ruta de mejora, identificar las que favorecen la autonomía de gestión",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
97,130,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.4 Metas educativas comunes,24836,SUPER-ESPE43,"A partir de una problemática escolar, identificar las estrategias del colectivo docente planteadas en la ruta de mejora escolar que favorecen su solución",Aplicación,85.150,0.263,-0.119,-0.161,-0.242,0.263,2017,Ancla,,,,,,,,,,,,,
98,175,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.4 Metas educativas comunes,24836,SUPER-ESPE43,"A partir de una problemática escolar, identificar las estrategias del colectivo docente planteadas en la ruta de mejora escolar que favorecen su solución",Aplicación,85.320,0.308,-0.095,-0.317,-0.073,0.308,2017,Ancla,,,,,,,,,,,,,
99,604,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.5 Acompañamiento a las acciones de gestión escolar,51874,SUPER-ESPE44.A,"A partir de acciones que realizan los asesores técnico pedagógicos, directivos o especialistas, identificar la estrategia de acompañamiento para la atención de alumnos con discapacidad o aptitudes sobresalientes",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
100,647,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.5 Acompañamiento a las acciones de gestión escolar,51874,SUPER-ESPE44.A,"A partir de acciones que realizan los asesores técnico pedagógicos, directivos o especialistas, identificar la estrategia de acompañamiento para la atención de alumnos con discapacidad o aptitudes sobresalientes",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
101,707,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.5 Acompañamiento a las acciones de gestión escolar,51874,SUPER-ESPE44.A,"A partir de acciones que realizan los asesores técnico pedagógicos, directivos o especialistas, identificar la estrategia de acompañamiento para la atención de alumnos con discapacidad o aptitudes sobresalientes",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
102,320,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.5 Acompañamiento a las acciones de gestión escolar,24838,SUPER-ESPE45,"A partir de una situación escolar problemática, reconocer las estrategias de acompañamiento de los ATP, directivos, docentes o especialistas que participan en su atención",Aplicación,48.360,0.163,-0.123,-0.159,0.163,-0.156,2017,Específico,,,,,,,,,,,,,
103,567,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.5 Acompañamiento a las acciones de gestión escolar,24838,SUPER-ESPE45,"A partir de una situación escolar problemática, reconocer las estrategias de acompañamiento de los ATP, directivos, docentes o especialistas que participan en su atención",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
104,633,1,RS,2. Gestión escolar,2.2 Autonomía de la gestión de la escuela,2.2.5 Acompañamiento a las acciones de gestión escolar,24838,SUPER-ESPE45,"A partir de una situación escolar problemática, reconocer las estrategias de acompañamiento de los ATP, directivos, docentes o especialistas que participan en su atención",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,,
105,109,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.1 Fuentes de información,24839,SUPER-ESPE46,"A partir de un listado de enunciados, identificar los que corresponden a las fuentes de información para elaborar un diagnóstico para la atención de alumnos con discapacidad o aptitudes sobresalientes (entrevista, observación, cuaderno, plantilla)",Conocimiento,85.490,0.285,0.285,-0.163,-0.156,-0.272,2017,Específico,,,,,,,,,,,,,
106,572,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.1 Fuentes de información,24839,SUPER-ESPE46,"A partir de un listado de enunciados, identificar los que corresponden a las fuentes de información para elaborar un diagnóstico para la atención de alumnos con discapacidad o aptitudes sobresalientes (entrevista, observación, cuaderno, plantilla)",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
107,709,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.1 Fuentes de información,24839,SUPER-ESPE46,"A partir de un listado de enunciados, identificar los que corresponden a las fuentes de información para elaborar un diagnóstico para la atención de alumnos con discapacidad o aptitudes sobresalientes (entrevista, observación, cuaderno, plantilla)",Conocimiento,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,,
108,361,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.1 Fuentes de información,24840,SUPER-ESPE47,"A partir de la descripción de las condiciones de las escuelas de la zona relacionadas con la atención de los alumnos con discapacidad o aptitudes sobresalientes, identificar las fuentes de información que favorecen la construcción de un diagnóstico",Comprensión,82.040,0.155,-0.138,0.155,-0.124,-0.142,2017,Específico,,,,,,,,,,,,,
109,557,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.1 Fuentes de información,24840,SUPER-ESPE47,"A partir de la descripción de las condiciones de las escuelas de la zona relacionadas con la atención de los alumnos con discapacidad o aptitudes sobresalientes, identificar las fuentes de información que favorecen la construcción de un diagnóstico",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
110,569,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.1 Fuentes de información,24840,SUPER-ESPE47,"A partir de la descripción de las condiciones de las escuelas de la zona relacionadas con la atención de los alumnos con discapacidad o aptitudes sobresalientes, identificar las fuentes de información que favorecen la construcción de un diagnóstico",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
111,31,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.2 Uso de los resultados educativos de las escuelas de la zona,24841,SUPER-ESPE48,"A partir de un ejemplo de reporte de resultados educativos de las escuelas de la zona, identificar las estrategias que contribuyen a la calidad del servicio de educación especial",Comprensión,54.400,0.239,-0.296,-0.106,0.239,-0.079,2017,Específico,,,,,,,,,,,,,
112,329,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.2 Uso de los resultados educativos de las escuelas de la zona,24841,SUPER-ESPE48,"A partir de un ejemplo de reporte de resultados educativos de las escuelas de la zona, identificar las estrategias que contribuyen a la calidad del servicio de educación especial",Comprensión,27.120,0.178,-0.182,-0.090,-0.091,0.178,2017,Específico,,,,,,,,,,,,,
113,157,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.2 Uso de los resultados educativos de las escuelas de la zona,24842,SUPER-ESPE49,"A partir de la descripción de bajos resultados educativos del servicio de educación especial en la zona escolar, identificar las estrategias que permitan su atención",Aplicación,64.250,0.221,-0.274,-0.131,0.221,-0.032,2017,Específico,,,,,,,,,,,,,
114,607,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.2 Uso de los resultados educativos de las escuelas de la zona,24842,SUPER-ESPE49,"A partir de la descripción de bajos resultados educativos del servicio de educación especial en la zona escolar, identificar las estrategias que permitan su atención",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
115,56,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.3 Organización del plan de trabajo,24843,SUPER-ESPE50,"A partir de un listado de elementos, identificar los que favorecen la construcción de un plan de trabajo de la supervisión escolar para la atención de los alumnos con discapacidad o aptitudes sobresalientes",Conocimiento,65.110,0.284,-0.219,-0.174,-0.211,0.284,2017,Específico,,,,,,,,,,,,,
116,416,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.3 Organización del plan de trabajo,24843,SUPER-ESPE50,"A partir de un listado de elementos, identificar los que favorecen la construcción de un plan de trabajo de la supervisión escolar para la atención de los alumnos con discapacidad o aptitudes sobresalientes",Conocimiento,27.630,0.216,0.216,-0.147,-0.164,-0.109,2017,Específico,,,,,,,,,,,,,
117,338,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.3 Organización del plan de trabajo,24844,SUPER-ESPE51,"A partir de una problemática relacionada con alumnos con discapacidad o aptitudes sobresalientes en la zona escolar, identificar actividades por escuela dentro del plan de trabajo que la atiende",Aplicación,80.830,0.288,-0.110,-0.212,0.288,-0.232,2017,Específico,,,,,,,,,,,,,
118,652,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.3 Organización del plan de trabajo,24844,SUPER-ESPE51,"A partir de una problemática relacionada con alumnos con discapacidad o aptitudes sobresalientes en la zona escolar, identificar actividades por escuela dentro del plan de trabajo que la atiende",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
119,562,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.4 Participación de los directivos en el diseño del plan de trabajo,51885,SUPER-ESPE52.A,"A partir de un listado de elementos de planeación, identificar los que corresponden a la participación de los directivos de la zona escolar",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
120,610,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.4 Participación de los directivos en el diseño del plan de trabajo,51885,SUPER-ESPE52.A,"A partir de un listado de elementos de planeación, identificar los que corresponden a la participación de los directivos de la zona escolar",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
121,712,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.4 Participación de los directivos en el diseño del plan de trabajo,51885,SUPER-ESPE52.A,"A partir de un listado de elementos de planeación, identificar los que corresponden a la participación de los directivos de la zona escolar",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
122,86,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.4 Participación de los directivos en el diseño del plan de trabajo,24846,SUPER-ESPE53,"A partir de un listado de estrategias, identificar las que favorecen el acompañamiento de los directivos hacia los colectivos docentes",Comprensión,58,0.222,-0.120,-0.102,0.222,-0.100,2015,Específico,,,,,,,,,,,,,
123,525,1,RS,2. Gestión escolar,2.3 Planeación del trabajo de la supervisión,2.3.4 Participación de los directivos en el diseño del plan de trabajo,24846,SUPER-ESPE53,"A partir de un listado de estrategias, identificar las que favorecen el acompañamiento de los directivos hacia los colectivos docentes",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
124,453,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.1 Comunicación entre la comunidad escolar y las autoridades educativas,24847,SUPER-ESPE54,"A partir de un listado de atributos de la comunicación, identificar los que propician la comunicación entre la comunidad escolar y las autoridades educativas para mejorar la atención de los alumnos en riesgo de exclusión",Conocimiento,89.640,0.225,-0.219,0.225,-0.114,-0.033,2017,Específico,,,,,,,,,,,,,
125,560,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.1 Comunicación entre la comunidad escolar y las autoridades educativas,24847,SUPER-ESPE54,"A partir de un listado de atributos de la comunicación, identificar los que propician la comunicación entre la comunidad escolar y las autoridades educativas para mejorar la atención de los alumnos en riesgo de exclusión",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
126,573,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.1 Comunicación entre la comunidad escolar y las autoridades educativas,24847,SUPER-ESPE54,"A partir de un listado de atributos de la comunicación, identificar los que propician la comunicación entre la comunidad escolar y las autoridades educativas para mejorar la atención de los alumnos en riesgo de exclusión",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
127,344,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.1 Comunicación entre la comunidad escolar y las autoridades educativas,24848,SUPER-ESPE55,"A partir de un listado de estrategias comunicativas, reconocer la que favorece la atención eficiente a los alumnos en riesgo de exclusión",Comprensión,89.460,0.328,0.328,-0.172,-0.275,-0.073,2017,Específico,,,,,,,,,,,,,
128,362,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.1 Comunicación entre la comunidad escolar y las autoridades educativas,24848,SUPER-ESPE55,"A partir de un listado de estrategias comunicativas, reconocer la que favorece la atención eficiente a los alumnos en riesgo de exclusión",Comprensión,62.870,0.335,-0.118,-0.275,-0.236,0.335,2017,Específico,,,,,,,,,,,,,
129,363,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.1 Comunicación entre la comunidad escolar y las autoridades educativas,24848,SUPER-ESPE55,"A partir de un listado de estrategias comunicativas, reconocer la que favorece la atención eficiente a los alumnos en riesgo de exclusión",Comprensión,40.246,0.185,0.185,-0.123,-0.018,-0.194,2016,Específico,,,,,,,,,,,,,
130,714,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.2 Instancias educativas de apoyo a la educación,24849,SUPER-ESPE56,"A partir de instituciones, organismos o dependencias que brindan apoyo, asistencia o asesoría, identificar aquella que contribuya con el fortalecimiento de los servicios de educación especial",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
131,655,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.2 Instancias educativas de apoyo a la educación,24849,SUPER-ESPE56,"A partir de instituciones, organismos o dependencias que brindan apoyo, asistencia o asesoría, identificar aquella que contribuya con el fortalecimiento de los servicios de educación especial",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
132,715,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.2 Instancias educativas de apoyo a la educación,24849,SUPER-ESPE56,"A partir de instituciones, organismos o dependencias que brindan apoyo, asistencia o asesoría, identificar aquella que contribuya con el fortalecimiento de los servicios de educación especial",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,,
133,115,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.2 Instancias educativas de apoyo a la educación,24850,SUPER-ESPE57,"A partir de una situación escolar, reconocer la institución que brinda el apoyo, asistencia o asesoría para fortalecer la atención de la educación especial",Comprensión,78.070,0.228,-0.205,0.228,-0.085,-0.169,2017,Específico,,,,,,,,,,,,,
134,637,1,RS,2. Gestión escolar,2.4 Vinculación con la comunidad escolar,2.4.2 Instancias educativas de apoyo a la educación,24850,SUPER-ESPE57,"A partir de una situación escolar, reconocer la institución que brinda el apoyo, asistencia o asesoría para fortalecer la atención de la educación especial",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,
