No.,Clave Reactivo,Sesión,Tipo de Reactivo,Área,Subárea,Tema,ID Especificación,Clave de la Especificación,Definición Operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
87,533,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24687,SUB-SEC.28,"A partir de ejemplos de informes académicos de los alumnos, identificar los que requieran seguimiento en los procesos de enseñanza y aprendizaje",Comprensión,,,,,,,Nuevo,Nuevo
88,20,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24687,SUB-SEC.28,"A partir de ejemplos de informes académicos de los alumnos, identificar los que requieran seguimiento en los procesos de enseñanza y aprendizaje",Comprensión,71.360,0.198,-0.166,-0.135,0.198,-0.162,2017,Ancla
89,329,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24687,SUB-SEC.28,"A partir de ejemplos de informes académicos de los alumnos, identificar los que requieran seguimiento en los procesos de enseñanza y aprendizaje",Comprensión,55.450,0.208,-0.182,-0.173,0.208,-0.143,2017,Específico
90,620,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24687,SUB-SEC.28,"A partir de ejemplos de informes académicos de los alumnos, identificar los que requieran seguimiento en los procesos de enseñanza y aprendizaje",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
91,558,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24688,SUB-SEC.29,"A partir de ejemplos de informes académicos de los alumnos, jerarquizar las acciones que contribuyan a fortalecer los procesos de aprendizaje",Aplicación,,,,,,,Nuevo,Nuevo
92,119,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24688,SUB-SEC.29,"A partir de ejemplos de informes académicos de los alumnos, jerarquizar las acciones que contribuyan a fortalecer los procesos de aprendizaje",Aplicación,68.42,0.265,0.265,-0.116,-0.309,-0.112,2017,Específico
93,120,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24688,SUB-SEC.29,"A partir de ejemplos de informes académicos de los alumnos, jerarquizar las acciones que contribuyan a fortalecer los procesos de aprendizaje",Aplicación,63.45,0.199,0.199,-0.209,-0.059,-0.165,2017,Específico
94,596,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24688,SUB-SEC.29,"A partir de ejemplos de informes académicos de los alumnos, jerarquizar las acciones que contribuyan a fortalecer los procesos de aprendizaje",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
95,343,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.2 Procesos que comprenden la ruta de mejora,24689,SUB-SEC.30,"A partir de ejemplos de participación docente, seleccionar los pertinentes para la evaluación y seguimiento de la ruta de mejora",Comprensión,29.940,0.317,0.317,-0.167,-0.097,-0.264,2017,Específico
96,465,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.2 Procesos que comprenden la ruta de mejora,24689,SUB-SEC.30,"A partir de ejemplos de participación docente, seleccionar los pertinentes para la evaluación y seguimiento de la ruta de mejora",Comprensión,50.070,0.341,0.341,-0.22,-0.233,-0.212,2017,Específico
97,622,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.2 Procesos que comprenden la ruta de mejora,24690,SUB-SEC.31,"A partir de la descripción de una sesión del Consejo Técnico Escolar, identificar las estrategias que promuevan la participación docente en la ruta de mejora (planeación, desarrollo, seguimiento o evaluación)",Aplicación,,,,,,,Nuevo,Nuevo
98,625,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.2 Procesos que comprenden la ruta de mejora,24690,SUB-SEC.31,"A partir de la descripción de una sesión del Consejo Técnico Escolar, identificar las estrategias que promuevan la participación docente en la ruta de mejora (planeación, desarrollo, seguimiento o evaluación)",Aplicación,,,,,,,Nuevo,Nuevo
99,628,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.2 Procesos que comprenden la ruta de mejora,24690,SUB-SEC.31,"A partir de la descripción de una sesión del Consejo Técnico Escolar, identificar las estrategias que promuevan la participación docente en la ruta de mejora (planeación, desarrollo, seguimiento o evaluación)",Aplicación,,,,,,,Nuevo,Nuevo
100,25,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.3 Participación docente en la ruta de mejora centrada en el aprendizaje,24691,SUB-SEC.32,"A partir de una estrategia de la ruta de mejora, seleccionar la que propicie el trabajo colaborativo y consensuado",Comprensión,72.700,0.172,-0.119,-0.189,-0.101,0.172,2017,Específico
101,390,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.3 Participación docente en la ruta de mejora centrada en el aprendizaje,24691,SUB-SEC.32,"A partir de una estrategia de la ruta de mejora, seleccionar la que propicie el trabajo colaborativo y consensuado",Comprensión,46.000,0.178,-0.093,-0.137,0.178,-0.218,2017,Específico
102,590,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.3 Participación docente en la ruta de mejora centrada en el aprendizaje,24691,SUB-SEC.32,"A partir de una estrategia de la ruta de mejora, seleccionar la que propicie el trabajo colaborativo y consensuado",Comprensión,,,,,,,Piloto Variable,Piloto Variable
103,162,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.3 Participación docente en la ruta de mejora centrada en el aprendizaje,24692,SUB-SEC.33,"A partir de un ejemplo de necesidades de una escuela, seleccionar las acciones que apoyan el diseño de la ruta de mejora escolar de manera colaborativa y consensuada",Aplicación,55.3,0.213,-0.115,-0.099,-0.246,0.213,2017,Específico
104,163,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.3 Participación docente en la ruta de mejora centrada en el aprendizaje,24692,SUB-SEC.33,"A partir de un ejemplo de necesidades de una escuela, seleccionar las acciones que apoyan el diseño de la ruta de mejora escolar de manera colaborativa y consensuada",Aplicación,80.860,0.180,-0.074,0.18,-0.211,-0.158,2017,Específico
105,676,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.1 Características,24693,SUB-SEC.34,"A partir de características de la organización de los docentes, identificar las que corresponden al trabajo colaborativo.",Conocimiento,,,,,,,Nuevo,Nuevo
106,349,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.1 Características,24693,SUB-SEC.34,"A partir de características de la organización de los docentes, identificar las que corresponden al trabajo colaborativo.",Conocimiento,56.890,0.248,-0.259,-0.172,-0.071,0.248,2017,Específico
107,713,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.1 Características,24693,SUB-SEC.34,"A partir de características de la organización de los docentes, identificar las que corresponden al trabajo colaborativo.",Conocimiento,,,,,,,Piloto Variable,Piloto Variable
108,69,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.1 Características,24694,SUB-SEC.35,"A partir de acciones de la gestión escolar, identificar las que promueven el trabajo colaborativo",Comprensión,73.6,0.218,-0.148,-0.166,-0.173,0.218,2017,Específico
109,491,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.1 Características,24694,SUB-SEC.35,"A partir de acciones de la gestión escolar, identificar las que promueven el trabajo colaborativo",Comprensión,64.690,0.207,-0.148,0.207,-0.167,-0.185,2017,Específico
110,608,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.1 Características,24694,SUB-SEC.35,"A partir de acciones de la gestión escolar, identificar las que promueven el trabajo colaborativo",Comprensión,,,,,,,Piloto Variable,Piloto Variable
111,561,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24695,SUB-SEC.36,"A partir de estrategias de la gestión escolar, identificar las que fomentan el trabajo colaborativo",Comprensión,,,,,,,Nuevo,Nuevo
112,291,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24695,SUB-SEC.36,"A partir de estrategias de la gestión escolar, identificar las que fomentan el trabajo colaborativo",Comprensión,53.800,0.226,-0.093,0.226,-0.2,-0.2,2017,Específico
113,72,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24696,SUB-SEC.37,"A partir de una situación problemática relacionada con el trabajo colaborativo, seleccionar la estrategia que la atienda",Aplicación,76.98,0.206,-0.204,-0.241,-0.05,0.206,2017,Específico
114,492,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24696,SUB-SEC.37,"A partir de una situación problemática relacionada con el trabajo colaborativo, seleccionar la estrategia que la atienda",Aplicación,64.400,0.189,-0.085,0.189,-0.262,-0.022,2017,Específico
115,493,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24696,SUB-SEC.37,"A partir de una situación problemática relacionada con el trabajo colaborativo, seleccionar la estrategia que la atienda",Aplicación,72.550,0.247,-0.148,-0.145,-0.229,0.247,2017,Específico
116,609,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24696,SUB-SEC.37,"A partir de una situación problemática relacionada con el trabajo colaborativo, seleccionar la estrategia que la atienda",Aplicación,,,,,,,Piloto Variable,Piloto Variable
117,36,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24697,SUB-SEC.38,"A partir de estrategias de la gestión escolar, identificar las que propician el diálogo eficaz y la escucha activa entre la comunidad escolar",Comprensión,65.44,0.22,-0.041,-0.111,0.22,-0.319,2017,Específico
118,124,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24697,SUB-SEC.38,"A partir de estrategias de la gestión escolar, identificar las que propician el diálogo eficaz y la escucha activa entre la comunidad escolar",Comprensión,42.22,0.159,-0.091,-0.164,0.159,-0.116,2017,Específico
119,241,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24698,SUB-SEC.39,"A partir de una situación problemática relacionada con el diálogo eficaz y la escucha activa, identificar la estrategia que la atiende",Aplicación,89.86,0.234,-0.231,-0.128,0.234,-0.049,2017,Específico
120,368,1,RS,2. Gestión escolar,2.3 Trabajo colaborativo,2.3.2 Estrategias,24698,SUB-SEC.39,"A partir de una situación problemática relacionada con el diálogo eficaz y la escucha activa, identificar la estrategia que la atiende",Aplicación,63.9,0.229,-0.14,-0.206,-0.135,0.229,2017,Específico
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
