#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación,Clave de especificación,Definición operacional,Nivel taxonómico,Condición,,
96,21,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24882,SUPER-ADULTOS.32,"A partir de la descripción de bajos resultados en un centro educativo, identificar las estrategias que permitan su atención.",Aplicación,2017,,
97,33,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24882,SUPER-ADULTOS.32,"A partir de la descripción de bajos resultados en un centro educativo, identificar las estrategias que permitan su atención.",Aplicación,2017,,
98,37,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24882,SUPER-ADULTOS.32,"A partir de la descripción de bajos resultados en un centro educativo, identificar las estrategias que permitan su atención.",Aplicación,2017,,
99,290,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.3 Organización del plan de trabajo,51952,SUPER-ADULTOS.33.A,"A partir de acciones de un plan de trabajo de la supervisión escolar, identificar la que organice o priorice la atención a los centros educativos según sus necesidades",Conocimiento,Nuevo,,
100,291,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.3 Organización del plan de trabajo,51952,SUPER-ADULTOS.33.A,"A partir de acciones de un plan de trabajo de la supervisión escolar, identificar la que organice o priorice la atención a los centros educativos según sus necesidades",Conocimiento,Nuevo,,
101,25,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.3 Organización del plan de trabajo,24884,SUPER-ADULTOS.34,"A partir de una problemática de un centro educativo, identificar un listado de estrategias para atender la problemática de acuerdo con un plan de trabajo.",Aplicación,2017,,
102,38,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.3 Organización del plan de trabajo,24884,SUPER-ADULTOS.34,"A partir de una problemática de un centro educativo, identificar un listado de estrategias para atender la problemática de acuerdo con un plan de trabajo.",Aplicación,2017,,
103,75,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.3 Organización del plan de trabajo,24884,SUPER-ADULTOS.34,"A partir de una problemática de un centro educativo, identificar un listado de estrategias para atender la problemática de acuerdo con un plan de trabajo.",Aplicación,2017,,
104,236,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.3 Organización del plan de trabajo,24884,SUPER-ADULTOS.34,"A partir de una problemática de un centro educativo, identificar un listado de estrategias para atender la problemática de acuerdo con un plan de trabajo",Aplicación,Piloto,,
105,34,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.4 Participación de los directivos en el diseño del plan de trabajo,24885,SUPER-ADULTOS.35,"A partir de un listado de formas de participación, identificar las que favorecen la participación de los directores en el diseño del plan de trabajo.",Conocimiento,2017,,
106,41,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.4 Participación de los directivos en el diseño del plan de trabajo,24885,SUPER-ADULTOS.35,"A partir de un listado de formas de participación, identificar las que favorecen la participación de los directores en el diseño del plan de trabajo.",Conocimiento,2017,,
107,296,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.4 Participación de los directivos en el diseño del plan de trabajo,24885,SUPER-ADULTOS.35,"A partir de un listado de formas de participación, identificar las que favorecen la participación de los directores en el diseño del plan de trabajo",Conocimiento,Piloto,,
108,84,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.4 Participación de los directivos en el diseño del plan de trabajo,24886,SUPER-ADULTOS.36,"A partir de un listado de estrategias, identificar las que favorecen el acompañamiento de los directivos hacia los colectivos docentes.",Comprensión,2017,,
109,170,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.4 Participación de los directivos en el diseño del plan de trabajo,24886,SUPER-ADULTOS.36,"A partir de un listado de estrategias, identificar las que favorecen el acompañamiento de los directivos hacia los colectivos docentes.",Comprensión,2017,,
110,141,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la supervisión,2.2.4 Participación de los directivos en el diseño del plan de trabajo,24886,SUPER-ADULTOS.36,"A partir de un listado de estrategias, identificar las que favorecen el acompañamiento de los directivos hacia los colectivos docentes.",Comprensión,2017,,
111,31,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las autoridades educativas,24887,SUPER-ADULTOS.37,"A partir de un listado de atributos de la comunicación, identificar los que propician la comunicación entre la comunidad escolar y las autoridades educativas.",Conocimiento,2017,,
112,142,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las autoridades educativas,24887,SUPER-ADULTOS.37,"A partir de un listado de atributos de la comunicación, identificar los que propician la comunicación entre la comunidad escolar y las autoridades educativas.",Conocimiento,2017,,
113,46,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las autoridades educativas,24888,SUPER-ADULTOS.38,"A partir de un listado de estrategias comunicativas, reconocer la que favorece una atención eficiente en los centros educativos.",Comprensión,2017,,
114,76,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las autoridades educativas,24888,SUPER-ADULTOS.38,"A partir de un listado de estrategias comunicativas, reconocer la que favorece una atención eficiente en los centros educativos.",Comprensión,2017,,
115,88,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las autoridades educativas,24888,SUPER-ADULTOS.38,"A partir de un listado de estrategias comunicativas, reconocer la que favorece una atención eficiente en los centros educativos.",Comprensión,2017,,
116,143,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24889,SUPER-ADULTOS.39,"A partir de un listado de instituciones, organismos y dependencias, identificar el servicio que ofrece.",Conocimiento,2017,,
117,144,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24889,SUPER-ADULTOS.39,"A partir de un listado de instituciones, organismos y dependencias, identificar el servicio que ofrece.",Conocimiento,2017,,
118,32,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24890,SUPER-ADULTOS.40,"A partir de una situación en un centro educativo, reconocer la institución que brinda el apoyo, asistencia o asesoría para su atención.",Comprensión,2017,,
119,64,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24890,SUPER-ADULTOS.40,"A partir de una situación en un centro educativo, reconocer la institución que brinda el apoyo, asistencia o asesoría para su atención.",Comprensión,2017,,
120,77,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24890,SUPER-ADULTOS.40,"A partir de una situación en un centro educativo, reconocer la institución que brinda el apoyo, asistencia o asesoría para su atención.",Comprensión,2017,,
