#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Condición
79,221,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51898,COMUN-SUPER.30,"A partir de estrategias de intervención de la supervisión escolar, identificar la que favorece la atención a población en riesgo de abandono o rezago educativo.",Comprensión,78.2,0.159,-0.197,0.159,-0.053,-0.069,2015,Específico
80,299,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51898,COMUN-SUPER.30,"A partir de estrategias de intervención de la supervisión escolar, identificar la que favorece la atención a población en riesgo de abandono o rezago educativo.",Comprensión,76.271,0.257,-0.181,0.257,-0.191,-0.172,2016,Específico
81,225,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51898,COMUN-SUPER.30,"A partir de estrategias de intervención de la supervisión escolar, identificar la que favorece la atención a población en riesgo de abandono o rezago educativo.",Comprensión,56.05,0.261,-0.154,0.261,-0.244,-0.144,2017,Ancla
82,35,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51898,COMUN-SUPER.30,"A partir de estrategias de intervención de la supervisión escolar, identificar la que favorece la atención a población en riesgo de abandono o rezago educativo.",Comprensión,,,,,,,Piloto,Piloto
83,244,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51899,COMUN-SUPER.31,"A partir de enunciados, identificar los que corresponden a las prioridades del Sistema Básico de Mejora",Conocimiento,83.32,0.18,0.18,-0.093,-0.23,-0.065,2017,Ancla
84,47,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51899,COMUN-SUPER.31,"A partir de enunciados, identificar los que corresponden a las prioridades del Sistema Básico de Mejora",Conocimiento,,,,,,,Piloto Focal,Piloto Focal
85,143,1,RS,2. Principios para asegurar una educación de calidad,2.4 Derecho a una educación de calidad,2.4.2 Prevención de situaciones de riesgo educativo,51899,COMUN-SUPER.31,"A partir de enunciados, identificar los que corresponden a las prioridades del Sistema Básico de Mejora",Conocimiento,,,,,,,Piloto,Piloto
86,230,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51900,COMUN-SUPER.32,"A partir de enunciados sobre entorno familiar, social y cultural, identificar los que corresponden al logro de los propósitos educativos.",Conocimiento,88.92,0.17,-0.18,-0.142,0.17,-0.053,2017,Ancla
87,310,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51900,COMUN-SUPER.32,"A partir de enunciados sobre entorno familiar, social y cultural, identificar los que corresponden al logro de los propósitos educativos.",Conocimiento,88.58,0.171,-0.177,0.171,-0.118,-0.089,2017,Ancla
88,66,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51900,COMUN-SUPER.32,"A partir de enunciados sobre entorno familiar, social y cultural, identificar los que corresponden al logro de los propósitos educativos.",Conocimiento,,,,,,,Piloto,Piloto
89,311,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51901,COMUN-SUPER.33,"A partir de una serie de enunciados referidos a propósitos de la educación básica, identificar los que describen la influencia del entorno familiar, social y cultural en el logro de alguno de los propósitos educativos cuando cumpla con los rasgos que caracterizan a las escuelas.",Comprensión,84.45,0.155,0.155,-0.055,-0.143,-0.181,2017,Ancla
90,312,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51901,COMUN-SUPER.33,"A partir de una serie de enunciados referidos a propósitos de la educación básica, identificar los que describen la influencia del entorno familiar, social y cultural en el logro de alguno de los propósitos educativos cuando cumpla con los rasgos que caracterizan a las escuelas.",Comprensión,72.12,0.303,0.303,-0.132,-0.188,-0.292,2017,Ancla
91,227,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51902,COMUN-SUPER.34,"A partir de competencias, propósitos o contenidos congruentes con los programas de estudio, identificar la que hace alusión a la diversidad cultural o lingüística.",Conocimiento,84.71,0.231,-0.122,-0.196,-0.182,0.231,2017,Ancla
92,245,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51902,COMUN-SUPER.34,"A partir de competencias, propósitos o contenidos congruentes con los programas de estudio, identificar la que hace alusión a la diversidad cultural o lingüística.",Conocimiento,84.57,0.207,-0.167,-0.127,-0.192,0.207,2017,Ancla
93,253,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51903,COMUN-SUPER.35,"A partir de un enunciado referente a los marcos curriculares, identificar los aspectos que detonan la atención a la diversidad lingüística y cultural.",Comprensión,52.13,0.299,0.299,-0.234,-0.251,-0.107,2017,Ancla
94,274,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51903,COMUN-SUPER.35,"A partir de un enunciado referente a los marcos curriculares, identificar los aspectos que detonan la atención a la diversidad lingüística y cultural.",Comprensión,56.35,0.238,-0.122,-0.266,-0.14,0.238,2017,Ancla
95,74,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.1 Atención a la diversidad lingüística y cultural,51903,COMUN-SUPER.35,"A partir de un enunciado referente a los marcos curriculares, identificar los aspectos que detonan la atención a la diversidad lingüística y cultural.",Comprensión,,,,,,,Piloto,Piloto
96,255,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.2 Fortalecimiento de la identidad cultural,51904,COMUN-SUPER.36,"A partir de estrategias de intervención pedagógica, seleccionar la que fortalece la identidad cultural y lingüística de los alumnos.",Comprensión,60.95,0.325,-0.297,-0.24,0.325,-0.062,2017,Ancla
97,316,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.2 Fortalecimiento de la identidad cultural,51904,COMUN-SUPER.36,"A partir de estrategias de intervención pedagógica, seleccionar la que fortalece la identidad cultural y lingüística de los alumnos.",Comprensión,83.18,0.273,-0.182,0.273,-0.261,-0.112,2017,Ancla
98,232,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.2 Fortalecimiento de la identidad cultural,51905,COMUN-SUPER.37,"A partir de referentes conceptuales de la educación intercultural bilingüe, identificar los que hacen alusión al fortalecimiento de la identidad de los alumnos.",Conocimiento,86.18,0.201,-0.123,-0.174,-0.154,0.201,2017,Ancla
99,360,1,RS,3. Influencia del contexto escolar,"3.1 Contexto social, cultural y lingüístico",3.1.2 Fortalecimiento de la identidad cultural,51905,COMUN-SUPER.37,"A partir de referentes conceptuales de la educación intercultural bilingüe, identificar los que hacen alusión al fortalecimiento de la identidad de los alumnos.",Conocimiento,,,,,,,Piloto Focal,Piloto Focal
100,233,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.1 Vinculación escuela-familia,51906,COMUN-SUPER.38,"A partir de actividades encomendadas a los Consejos Escolares de Participación Social, seleccionar las que corresponden a los temas prioritarios",Conocimiento,76.56,0.289,-0.226,-0.211,-0.163,0.289,2017,Ancla
101,322,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.1 Vinculación escuela-familia,51906,COMUN-SUPER.38,"A partir de actividades encomendadas a los Consejos Escolares de Participación Social, seleccionar las que corresponden a los temas prioritarios",Conocimiento,53.44,0.156,-0.097,0.156,-0.054,-0.225,2017,Ancla
102,234,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.1 Vinculación escuela-familia,51907,COMUN-SUPER.39,"A partir de formas de intervención de las familias, seleccionar la que fortalece la tarea educativa.",Comprensión,72.8,0.24,-0.175,-0.038,0.24,-0.136,2015,Específico
103,324,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.1 Vinculación escuela-familia,51907,COMUN-SUPER.39,"A partir de formas de intervención de las familias, seleccionar la que fortalece la tarea educativa.",Comprensión,74.48,0.236,-0.201,-0.191,-0.157,0.236,2017,Ancla
104,36,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.1 Vinculación escuela-familia,51907,COMUN-SUPER.39,"A partir de formas de intervención de las familias, seleccionar la que fortalece la tarea educativa.",Comprensión,,,,,,,Piloto,Piloto
105,236,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.2 Vinculación escuela-comunidad,51908,COMUN-SUPER.40,"A partir de actividades escolares, identificar las que le corresponden a los padres de familia y a la comunidad en la tarea educativa",Conocimiento,71.52,0.171,-0.203,0.171,-0.053,-0.167,2017,Ancla
106,38,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.2 Vinculación escuela-comunidad,51908,COMUN-SUPER.40,"A partir de actividades escolares, identificar las que le corresponden a los padres de familia y a la comunidad en la tarea educativa",Conocimiento,,,,,,,Piloto Focal,Piloto Focal
107,42,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.2 Vinculación escuela-comunidad,51673,COMUN-SUPER.41.A,"A partir de acciones de la comunidad, identificar la que propicie la participación colaborativa para la mejora educativa",Comprensión,,,,,,,Piloto Focal,Piloto Focal
108,124,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.2 Vinculación escuela-comunidad,51673,COMUN-SUPER.41.A,"A partir de acciones de la comunidad, identificar la que propicie la participación colaborativa para la mejora educativa",Comprensión,,,,,,,Piloto Focal,Piloto Focal
109,392,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.3 Colaboración de las instancias de gobierno y sociedad civil con la escuela,51909,COMUN-SUPER.42,"A partir de la detección de un caso de violencia, maltrato infantil, abuso o discriminación de un alumno, identificar la instancia a la que se puede recurrir para ser atendido",Comprensión,,,,,,,Piloto Focal,Piloto Focal
110,394,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.3 Colaboración de las instancias de gobierno y sociedad civil con la escuela,51909,COMUN-SUPER.42,"A partir de la detección de un caso de violencia, maltrato infantil, abuso o discriminación de un alumno, identificar la instancia a la que se puede recurrir para ser atendido",Comprensión,,,,,,,Piloto Focal,Piloto Focal
111,375,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.3 Colaboración de las instancias de gobierno y sociedad civil con la escuela,51909,COMUN-SUPER.42,"A partir de la detección de un caso de violencia, maltrato infantil, abuso o discriminación de un alumno, identificar la instancia a la que se puede recurrir para ser atendido",Comprensión,,,,,,,Piloto,Piloto
112,238,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51910,COMUN-SUPER.43,"A partir de acciones de intercambio académico entre escuelas, identificar las que permiten mejorar las prácticas educativas y los aprendizajes de los alumnos",Comprensión,47.95,0.253,-0.13,0.253,-0.154,-0.24,2017,Específico
113,250,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51910,COMUN-SUPER.43,"A partir de acciones de intercambio académico entre escuelas, identificar las que permiten mejorar las prácticas educativas y los aprendizajes de los alumnos",Comprensión,71.57,0.273,0.273,-0.266,-0.169,-0.177,2017,Específico
114,57,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51910,COMUN-SUPER.43,"A partir de acciones de intercambio académico entre escuelas, identificar las que permiten mejorar las prácticas educativas y los aprendizajes de los alumnos",Comprensión,,,,,,,Piloto,Piloto
115,249,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51911,COMUN-SUPER.44,"A partir de estrategias de intervención de la supervisión, identificar la que fortalece la colaboración entre escuelas ",Aplicación,76.61,0.152,-0.167,-0.128,0.152,-0.109,2017,Específico
116,251,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51911,COMUN-SUPER.44,"A partir de estrategias de intervención de la supervisión, identificar la que fortalece la colaboración entre escuelas ",Aplicación,77.13,0.285,-0.179,0.285,-0.149,-0.259,2017,Específico
117,246,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51912,COMUN-SUPER.45,"A partir de acciones de trabajo en colaboración, identificar la que favorece el aprendizaje de los alumnos.",Comprensión,84.82,0.183,-0.127,-0.203,-0.082,0.183,2017,Específico
118,287,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51912,COMUN-SUPER.45,"A partir de acciones de trabajo en colaboración, identificar la que favorece el aprendizaje de los alumnos.",Comprensión,57.23,0.319,-0.322,0.319,-0.05,-0.242,2017,Específico
119,63,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51912,COMUN-SUPER.45,"A partir de acciones de trabajo en colaboración, identificar la que favorece el aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto,Piloto
120,248,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51913,COMUN-SUPER.46,"A partir de las funciones específicas de la supervisión, identificar la que hace alusión al trabajo colaborativo entre escuelas, para atender problemas comunes de aprendizaje.",Conocimiento,77.69,0.236,-0.195,0.236,-0.204,-0.106,2017,Específico
121,335,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51913,COMUN-SUPER.46,"A partir de las funciones específicas de la supervisión, identificar la que hace alusión al trabajo colaborativo entre escuelas, para atender problemas comunes de aprendizaje.",Conocimiento,58.49,0.241,-0.213,0.241,-0.182,-0.144,2017,Específico
122,377,1,RS,3. Influencia del contexto escolar,3.2 Colaboración con actores educativos,3.2.4 Proyectos educativos para la zona escolar,51913,COMUN-SUPER.46,"A partir de las funciones específicas de la supervisión, identificar la que hace alusión al trabajo colaborativo entre escuelas, para atender problemas comunes de aprendizaje.",Conocimiento,,,,,,,Piloto,Piloto
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
