#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificaicón
72,330,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.2 Promoción de la autonomía de la gestión escolar,24641,SECTOR-TELE.28,"A partir de una situación escolar (incumplimiento de algunos rasgos de la normalidad mínima), identificar acciones que permiten al jefe de sector orientar sobre la asesoría y supervisión escolares a fin de promover la autonomía de gestión de las escuelas.",Aplicación,64.44,0.383,-0.275,0.383,-0.207,-0.277,2017,Ancla
73,64,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.2 Promoción de la autonomía de la gestión escolar,24641,SECTOR-TELE.28,"A partir de una situación escolar (incumplimiento de algunos rasgos de la normalidad mínima), identificar acciones que permiten al jefe de sector orientar sobre la asesoría y supervisión escolares a fin de promover la autonomía de gestión de las escuelas.",Aplicación,43.6,0.165,-0.066,-0.107,-0.129,0.165,2015,Específico
74,511,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.2 Promoción de la autonomía de la gestión escolar,24641,SECTOR-TELE.28,"A partir de una situación escolar (incumplimiento de algunos rasgos de la normalidad mínima), identificar acciones que permiten al jefe de sector orientar sobre la asesoría y supervisión escolares a fin de promover la autonomía de gestión de las escuelas.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
75,659,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24642,SECTOR-TELE.29,"A partir de un listado de estrategias de intervención, identificar las que sirvan a los supervisores para impulsar el diseño de la ruta de mejora escolar.",Comprensión,,,,,,,Nuevo,Nuevo
76,589,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24642,SECTOR-TELE.29,"A partir de un listado de estrategias de intervención, identificar las que sirvan a los supervisores para impulsar el diseño de la ruta de mejora escolar.",Comprensión,,,,,,,Nuevo,Nuevo
77,127,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24643,SECTOR-TELE.30,"A partir de la descripción de las dificultades de una escuela (liderazgo, trabajo colaborativo o resultados educativos), seleccionar las estrategias de intervención del supervisor para impulsar el diseño de la ruta de mejora escolar.",Aplicación,75.6,0.195,-0.058,-0.182,-0.07,0.195,2015,Específico
78,183,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.3 Estrategias de intervención para la mejora escolar,24643,SECTOR-TELE.30,"A partir de la descripción de las dificultades de una escuela (liderazgo, trabajo colaborativo o resultados educativos), seleccionar las estrategias de intervención del supervisor para impulsar el diseño de la ruta de mejora escolar.",Aplicación,82.22,0.475,0.475,-0.208,-0.468,-0.122,2017,Ancla
79,664,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.4 Elementos que fomentan la autonomía de la gestión,24644,SECTOR-TELE.31,"A partir de las características de organización y funcionamiento de una escuela, identificar los elementos que fomentan su autonomía de gestión.",Comprensión,,,,,,,Nuevo,Nuevo
80,130,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.4 Elementos que fomentan la autonomía de la gestión,24644,SECTOR-TELE.31,"A partir de las características de organización y funcionamiento de una escuela, identificar los elementos que fomentan su autonomía de gestión.",Comprensión,88.89,0.171,-0.135,-0.001,0.171,-0.219,2017,Ancla
81,666,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.4 Elementos que fomentan la autonomía de la gestión,24644,SECTOR-TELE.31,"A partir de las características de organización y funcionamiento de una escuela, identificar los elementos que fomentan su autonomía de gestión.",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
82,186,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24645,SECTOR-TELE.32,"A partir de un listado de estrategias de gestión escolar, identificar las que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado.",Comprensión,75.56,0.244,-0.014,0.244,-0.339,-0.259,2017,Ancla
83,132,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,24645,SECTOR-TELE.32,"A partir de un listado de estrategias de gestión escolar, identificar las que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado.",Comprensión,68.8,0.196,0.196,-0.17,-0.138,0.002,2015,Específico
84,573,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,51736,SECTOR-TELE.33.A,"A partir de la descripción de una situación escolar, identificar las estrategias de gestión que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado.",Aplicación,,,,,,,Nuevo,Nuevo
85,612,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,51736,SECTOR-TELE.33.A,"A partir de la descripción de una situación escolar, identificar las estrategias de gestión que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado.",Aplicación,,,,,,,Nuevo,Nuevo
86,580,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión de la escuela,2.1.5 Metas educativas comunes,51736,SECTOR-TELE.33.A,"A partir de la descripción de una situación escolar, identificar las estrategias de gestión que favorecen la autonomía del colectivo docente para establecer metas comunes para la formación del alumnado.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
87,190,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.1 Fuentes de información,24647,SECTOR-TELE.34,"A partir de un listado de fuentes de información, seleccionar las necesarias para realizar el diagnóstico de la situación educativa de las escuelas del sector.",Comprensión,60,0.435,-0.191,-0.431,0.435,-0.192,2017,Ancla
88,349,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.1 Fuentes de información,24647,SECTOR-TELE.34,"A partir de un listado de fuentes de información, seleccionar las necesarias para realizar el diagnóstico de la situación educativa de las escuelas del sector.",Comprensión,82.22,0.585,0.585,-0.429,-0.402,-0.171,2017,Ancla
89,194,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24648,SECTOR-TELE.35,"A partir de los resultados educativos de las escuelas del sector (nivel de logro educativo, lectura y escritura, y pensamiento matemático), identificar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo.",Comprensión,81.11,0.372,-0.338,-0.274,-0.112,0.372,2017,Ancla
90,241,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24648,SECTOR-TELE.35,"A partir de los resultados educativos de las escuelas del sector (nivel de logro educativo, lectura y escritura, y pensamiento matemático), identificar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo.",Comprensión,48.89,0.274,-0.257,-0.234,0.274,-0.009,2017,Ancla
91,518,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24649,SECTOR-TELE.36,"A partir de los resultados educativos de una escuela con problemas de lectura, escritura o pensamiento matemático, jerarquizar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo.",Aplicación,,,,,,,Nuevo,Nuevo
92,267,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24649,SECTOR-TELE.36,"A partir de los resultados educativos de una escuela con problemas de lectura, escritura o pensamiento matemático, jerarquizar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo.",Aplicación,72.22,0.324,-0.169,0.324,-0.335,-0.092,2017,Ancla
93,520,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.2 Uso de los resultados educativos de las escuelas de la zona,24649,SECTOR-TELE.36,"A partir de los resultados educativos de una escuela con problemas de lectura, escritura o pensamiento matemático, jerarquizar las acciones que desde la jefatura de sector se promueven para contribuir a la mejora de la calidad del servicio educativo.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
94,240,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24650,SECTOR-TELE.37,"A partir de un listado de elementos, identificar aquellos que son necesarios para el diseño del plan del trabajo del sector de acuerdo con las necesidades de las escuelas.",Conocimiento,56.67,0.326,-0.223,-0.309,0.326,-0.126,2017,Ancla
95,326,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24650,SECTOR-TELE.37,"A partir de un listado de elementos, identificar aquellos que son necesarios para el diseño del plan del trabajo del sector de acuerdo con las necesidades de las escuelas.",Conocimiento,43.33,0.235,-0.24,0.235,-0.066,-0.175,2017,Ancla
96,521,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24651,SECTOR-TELE.38,"A partir de un listado de actividades del plan de trabajo del sector, seleccionar aquellas que propicien la atención a necesidades de las escuelas.",Comprensión,,,,,,,Nuevo,Nuevo
97,143,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24651,SECTOR-TELE.38,"A partir de un listado de actividades del plan de trabajo del sector, seleccionar aquellas que propicien la atención a necesidades de las escuelas.",Comprensión,85.56,0.301,-0.163,0.301,-0.271,-0.188,2017,Ancla
98,542,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.3 Organización del plan de trabajo,24651,SECTOR-TELE.38,"A partir de un listado de actividades del plan de trabajo del sector, seleccionar aquellas que propicien la atención a necesidades de las escuelas.",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
99,399,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24652,SECTOR-TELE.39,"A partir de un listado de estrategias de seguimiento, seleccionar aquellas que permitan evaluar el plan de trabajo de la jefatura de sector y los resultados obtenidos.",Comprensión,37.78,0.218,-0.237,0.218,-0.136,-0.052,2017,Ancla
100,145,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24652,SECTOR-TELE.39,"A partir de un listado de estrategias de seguimiento, seleccionar aquellas que permitan evaluar el plan de trabajo de la jefatura de sector y los resultados obtenidos.",Comprensión,58.9,0.176,0,0.176,-0.187,-0.211,2015,Específico
101,552,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24653,SECTOR-TELE.40,"A partir de una situación que describa el proceso de asesoría a las supervisiones escolares de sector, seleccionar la estrategia de seguimiento que permita evaluar el desarrollo de las acciones propuestas.",Aplicación,,,,,,,Nuevo,Nuevo
102,409,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24653,SECTOR-TELE.40,"A partir de una situación que describa el proceso de asesoría a las supervisiones escolares de sector, seleccionar la estrategia de seguimiento que permita evaluar el desarrollo de las acciones propuestas.",Aplicación,60,0.264,0.264,-0.227,-0.157,-0.328,2017,Ancla
103,676,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.4 Seguimiento y evaluación del plan de trabajo de la jefatura de sector,24653,SECTOR-TELE.40,"A partir de una situación que describa el proceso de asesoría a las supervisiones escolares de sector, seleccionar la estrategia de seguimiento que permita evaluar el desarrollo de las acciones propuestas.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
104,23,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24654,SECTOR-TELE.41,"A partir un listado sobre las formas de participación del supervisor escolar (apoyo, asesoría, acompañamiento), identificar las que apoyen el diseño del plan de trabajo para el acompañamiento a los colectivos docentes del sector.",Comprensión,57.78,0.223,0.223,-0.328,-0.084,-0.015,2017,Ancla
105,246,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24654,SECTOR-TELE.41,"A partir un listado sobre las formas de participación del supervisor escolar (apoyo, asesoría, acompañamiento), identificar las que apoyen el diseño del plan de trabajo para el acompañamiento a los colectivos docentes del sector.",Comprensión,58.89,0.183,-0.239,-0.121,0.183,-0.053,2017,Ancla
106,527,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24655,SECTOR-TELE.42,"A partir de necesidades de acompañamiento detectadas en algunas escuelas del sector, seleccionar las acciones que determinan la participación del supervisor escolar en el diseño del plan de trabajo del sector.",Aplicación,,,,,,,Nuevo,Nuevo
107,197,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24655,SECTOR-TELE.42,"A partir de necesidades de acompañamiento detectadas en algunas escuelas del sector, seleccionar las acciones que determinan la participación del supervisor escolar en el diseño del plan de trabajo del sector.",Aplicación,63.33,0.335,-0.187,0.335,-0.322,-0.095,2017,Específico
108,549,1,RS,2. Gestión escolar,2.2 Planeación del trabajo de la jefatura de sector,2.2.5 Participación de los supervisores en el diseño del plan de trabajo,24655,SECTOR-TELE.42,"A partir de necesidades de acompañamiento detectadas en algunas escuelas del sector, seleccionar las acciones que determinan la participación del supervisor escolar en el diseño del plan de trabajo del sector.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
109,543,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24656,SECTOR-TELE.43,"A partir de un listado de estrategia cuya aplicación corresponde al jefe de sector, seleccionar aquellas que propicien la comunicación entre la comunidad escolar y las autoridades educativas.",Comprensión,,,,,,,Nuevo,Nuevo
110,608,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24656,SECTOR-TELE.43,"A partir de un listado de estrategia cuya aplicación corresponde al jefe de sector, seleccionar aquellas que propicien la comunicación entre la comunidad escolar y las autoridades educativas.",Comprensión,,,,,,,Nuevo,Nuevo
111,529,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24657,SECTOR-TELE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación.",Aplicación,,,,,,,Nuevo,Nuevo
112,561,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24657,SECTOR-TELE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación.",Aplicación,,,,,,,Nuevo,Nuevo
113,411,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24657,SECTOR-TELE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación.",Aplicación,33.33,0.176,-0.061,0.176,-0.031,-0.232,2017,Específico
114,569,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.1 Comunicación entre la comunidad escolar y las instituciones educativas,24657,SECTOR-TELE.44,"A partir de una situación problema relacionada con aspectos educativos, seleccionar la estrategia que permita la comunicación entre la comunidad escolar y las autoridades educativas para atender dicha situación.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
115,155,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24658,SECTOR-TELE.45,"A partir de un listado de instituciones, organismos o dependencias, identificar las que brindan apoyo, asistencia o asesoría a las escuelas.",Conocimiento,60,0.336,-0.401,-0.043,0.336,-0.133,2017,Específico
116,318,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24658,SECTOR-TELE.45,"A partir de un listado de instituciones, organismos o dependencias, identificar las que brindan apoyo, asistencia o asesoría a las escuelas.",Conocimiento,81.11,0.241,-0.115,-0.154,-0.259,0.241,2017,Específico
117,515,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24659,SECTOR-TELE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, los organismos y las dependencias que brindan apoyo, asistencia o asesoría a estas escuelas.",Aplicación,,,,,,,Nuevo,Nuevo
118,611,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24659,SECTOR-TELE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, los organismos y las dependencias que brindan apoyo, asistencia o asesoría a estas escuelas.",Aplicación,,,,,,,Nuevo,Nuevo
119,79,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24659,SECTOR-TELE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, los organismos y las dependencias que brindan apoyo, asistencia o asesoría a estas escuelas.",Aplicación,60,0.198,-0.007,-0.259,0.198,-0.186,2017,Específico
120,474,1,RS,2. Gestión escolar,2.3 Vinculación con la comunidad escolar,2.3.2 Instancias educativas de apoyo a la educación,24659,SECTOR-TELE.46,"A partir de una necesidad detectada en algunas escuelas del sector, identificar las instituciones, los organismos y las dependencias que brindan apoyo, asistencia o asesoría a estas escuelas.",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
