#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,
82,531,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,51980,ATP-LENGUA-PRE.36.A,"A partir de acciones de asesoría a los docentes, identificar la que promueve el uso de los materiales de la biblioteca escolar o de aula con sentido educativo",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
83,688,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,51980,ATP-LENGUA-PRE.36.A,"A partir de acciones de asesoría a los docentes, identificar la que promueve el uso de los materiales de la biblioteca escolar o de aula con sentido educativo",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
84,705,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.5 Uso de materiales,51980,ATP-LENGUA-PRE.36.A,"A partir de acciones de asesoría a los docentes, identificar la que promueve el uso de los materiales de la biblioteca escolar o de aula con sentido educativo",Comprensión,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,
85,80,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23416,ATP-LENGUA-PRE.37,"A partir de estrategias de evaluación del lenguaje oral y escrito, identificar las que se relacionan con la evaluación formativa",Conocimiento,55.150,0.293,-0.245,0.293,-0.187,-0.087,2017,Ancla,,,,,,
86,446,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23416,ATP-LENGUA-PRE.37,"A partir de estrategias de evaluación del lenguaje oral y escrito, identificar las que se relacionan con la evaluación formativa",Conocimiento,75.970,0.209,-0.103,-0.202,0.209,-0.138,2017,Ancla,,,,,,
87,648,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23417,ATP-LENGUA-PRE.38,"A partir de sugerencias de asesoría en el campo formativo Lenguaje y comunicación, identificar las que fomentan la evaluación formativa del lenguaje oral o escrito",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
88,149,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.1 Evaluación formativa de los aprendizajes,23417,ATP-LENGUA-PRE.38,"A partir de sugerencias de asesoría en el campo formativo Lenguaje y comunicación, identificar las que fomentan la evaluación formativa del lenguaje oral o escrito",Comprensión,40.340,0.161,-0.054,0.161,-0.194,-0.095,2017,Ancla,,,,,,
89,557,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23418,ATP-LENGUA-PRE.39,"A partir de actividades de evaluación incluidas en una Ruta de Mejora Escolar, identificar las que permiten evaluar la práctica docente",Conocimiento,,,,,,,Nuevo ,Nuevo ,,,,,,
90,474,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23418,ATP-LENGUA-PRE.39,"A partir de actividades de evaluación incluidas en una Ruta de Mejora Escolar, identificar las que permiten evaluar la práctica docente",Conocimiento,45.280,0.243,-0.196,-0.094,0.243,-0.169,2017,Ancla,,,,,,
91,604,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23418,ATP-LENGUA-PRE.39,"A partir de actividades de evaluación incluidas en una Ruta de Mejora Escolar, identificar las que permiten evaluar la práctica docente",Conocimiento,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,
92,86,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.2 Evaluación de las prácticas docentes y asesoría,23419,ATP-LENGUA-PRE.40,"A partir de estrategias de evaluación de las prácticas docentes sugeridas en Consejo Técnico Escolar, identificar las que permiten mejorar dichas prácticas",Comprensión,57.940,0.223,-0.075,0.223,-0.045,-0.275,2017,Ancla,,,,,,
93,455,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.3 Evaluaciones internas y externas,23420,ATP-LENGUA-PRE.41,"A partir de los resultados de evaluaciones internas, identificar las estrategias que permiten mejorar la enseñanza de la lengua oral y escrita a los alumnos",Comprensión,78.970,0.290,-0.109,-0.064,0.290,-0.332,2017,Ancla,,,,,,
94,91,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.3 Evaluaciones internas y externas,23421,ATP-LENGUA-PRE.42,"A partir de resultados de evaluación, identificar las que provienen de evaluaciones internas o externas",Conocimiento,68.670,0.301,-0.272,0.301,-0.142,-0.136,2017,Ancla,,,,,,
95,93,1,RS,2. Estrategias para la asesoría,2.3 Evaluación,2.3.3 Evaluaciones internas y externas,23421,ATP-LENGUA-PRE.42,"A partir de resultados de evaluación, identificar las que provienen de evaluaciones internas o externas",Conocimiento,87.980,0.258,-0.106,-0.179,0.258,-0.221,2017,Ancla,,,,,,
96,711,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en los contextos escolares,23422,ATP-LENGUA-PRE.43,"A partir de características culturales del contexto escolar, identificar las que orientan la asesoría sobre el aprendizaje del lenguaje oral y escrito",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
97,472,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en los contextos escolares,23422,ATP-LENGUA-PRE.43,"A partir de características culturales del contexto escolar, identificar las que orientan la asesoría sobre el aprendizaje del lenguaje oral y escrito",Comprensión,87.550,0.224,0.224,-0.197,-0.136,-0.135,2017,Ancla,,,,,,
98,653,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en los contextos escolares,23423,ATP-LENGUA-PRE.44,"A partir de características culturales del contexto escolar, identificar estrategias de asesoría que favorezcan el aprendizaje del lenguaje oral y escrito",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
99,284,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en los contextos escolares,23423,ATP-LENGUA-PRE.44,"A partir de características culturales del contexto escolar, identificar estrategias de asesoría que favorezcan el aprendizaje del lenguaje oral y escrito",Aplicación,45.280,0.231,-0.242,0.231,-0.035,-0.130,2017,Ancla,,,,,,
100,381,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.1 Enseñanza en los contextos escolares,23423,ATP-LENGUA-PRE.44,"A partir de características culturales del contexto escolar, identificar estrategias de asesoría que favorezcan el aprendizaje del lenguaje oral y escrito",Aplicación,76.180,0.276,-0.141,-0.137,0.276,-0.266,2017,Ancla,,,,,,
101,445,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23424,ATP-LENGUA-PRE.45,"A partir de acciones docentes centradas en las prácticas sociales del lenguaje oral o escrito, identificar las que favorecen la atención a la diversidad lingüística",Comprensión,60.730,0.251,-0.089,0.251,-0.048,-0.303,2017,Específico,,,,,,
102,192,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23424,ATP-LENGUA-PRE.45,"A partir de acciones docentes centradas en las prácticas sociales del lenguaje oral o escrito, identificar las que favorecen la atención a la diversidad lingüística",Comprensión,79.075,0.181,-0.200,0.181,-0.120,-0.158,2016,Específico,,,,,,
103,530,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23424,ATP-LENGUA-PRE.45,"A partir de acciones docentes centradas en las prácticas sociales del lenguaje oral o escrito, identificar las que favorecen la atención a la diversidad lingüística",Comprensión,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,
104,581,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23425,ATP-LENGUA-PRE.46,"A partir de una problemática relacionada con las prácticas sociales del lenguaje oral o escrito en el aula, identificar las estrategias de asesoría que favorecen la atención a la diversidad cultural",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
105,423,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23425,ATP-LENGUA-PRE.46,"A partir de una problemática relacionada con las prácticas sociales del lenguaje oral o escrito en el aula, identificar las estrategias de asesoría que favorecen la atención a la diversidad cultural",Aplicación,46.780,0.197,-0.139,0.197,-0.237,-0.055,2017,Específico,,,,,,
106,458,1,RS,2. Estrategias para la asesoría,2.4 Atención a la diversidad cultural y lingüística,2.4.2 Prácticas sociales,23425,ATP-LENGUA-PRE.46,"A partir de una problemática relacionada con las prácticas sociales del lenguaje oral o escrito en el aula, identificar las estrategias de asesoría que favorecen la atención a la diversidad cultural",Aplicación,79.830,0.276,-0.219,0.276,-0.227,-0.074,2017,Específico,,,,,,
107,538,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23426,ATP-LENGUA-PRE.47,"A partir de acciones de asesoría, seleccionar las que orientan sobre la identificación de alumnos con necesidades educativas especiales",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
108,547,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23426,ATP-LENGUA-PRE.47,"A partir de acciones de asesoría, seleccionar las que orientan sobre la identificación de alumnos con necesidades educativas especiales",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,
109,560,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,23426,ATP-LENGUA-PRE.47,"A partir de acciones de asesoría, seleccionar las que orientan sobre la identificación de alumnos con necesidades educativas especiales",Comprensión,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,
110,548,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,51989,ATP-LENGUA-PRE.48.A,"A partir de las características de un alumno con necesidades educativas especiales o discapacidad o aptitudes sobresalientes, identificar la instancia que apoye su desarrollo y su aprendizaje",Conocimiento,,,,,,,Nuevo ,Nuevo ,,,,,,
111,644,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,51989,ATP-LENGUA-PRE.48.A,"A partir de las características de un alumno con necesidades educativas especiales o discapacidad o aptitudes sobresalientes, identificar la instancia que apoye su desarrollo y su aprendizaje",Conocimiento,,,,,,,Nuevo ,Nuevo ,,,,,,
112,671,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.1 Identificación y seguimiento,51989,ATP-LENGUA-PRE.48.A,"A partir de las características de un alumno con necesidades educativas especiales o discapacidad o aptitudes sobresalientes, identificar la instancia que apoye su desarrollo y su aprendizaje",Conocimiento,,,,,,,"Piloto
Fijo","Piloto
Fijo",,,,,,
113,542,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.2 Inclusión de los alumnos,23428,ATP-LENGUA-PRE.49,"A partir de las necesidades educativas especiales de un alumno con discapacidad, identificar la estrategia que favorece su inclusión en el aula",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
114,551,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.2 Inclusión de los alumnos,23428,ATP-LENGUA-PRE.49,"A partir de las necesidades educativas especiales de un alumno con discapacidad, identificar la estrategia que favorece su inclusión en el aula",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
115,552,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.2 Inclusión de los alumnos,23428,ATP-LENGUA-PRE.49,"A partir de las necesidades educativas especiales de un alumno con discapacidad, identificar la estrategia que favorece su inclusión en el aula",Aplicación,,,,,,,Nuevo ,Nuevo ,,,,,,
116,554,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.2 Inclusión de los alumnos,23428,ATP-LENGUA-PRE.49,"A partir de las necesidades educativas especiales de un alumno con discapacidad, identificar la estrategia que favorece su inclusión en el aula",Aplicación,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,
117,41,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23429,ATP-LENGUA-PRE.50,"A partir de las necesidades educativas especiales de un alumno con aptitudes sobresalientes, identificar la adecuación curricular que favorezca el desarrollo del lenguaje oral o escrito",Aplicación,86.700,0.217,-0.135,-0.131,0.217,-0.151,2017,Específico,,,,,,
118,429,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23429,ATP-LENGUA-PRE.50,"A partir de las necesidades educativas especiales de un alumno con aptitudes sobresalientes, identificar la adecuación curricular que favorezca el desarrollo del lenguaje oral o escrito",Aplicación,41.200,0.259,-0.236,-0.073,0.259,-0.137,2017,Específico,,,,,,
119,210,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23429,ATP-LENGUA-PRE.50,"A partir de las necesidades educativas especiales de un alumno con aptitudes sobresalientes, identificar la adecuación curricular que favorezca el desarrollo del lenguaje oral o escrito",Aplicación,79.805,0.171,-0.126,-0.269,-0.050,0.171,2016,Específico,,,,,,
120,550,1,RS,2. Estrategias para la asesoría,"2.5 Atención a necesidades educativas especiales, discapacidad y aptitudes sobresalientes",2.5.3 Adecuaciones curriculares,23429,ATP-LENGUA-PRE.50,"A partir de las necesidades educativas especiales de un alumno con aptitudes sobresalientes, identificar la adecuación curricular que favorezca el desarrollo del lenguaje oral o escrito",Aplicación,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,
