id_exam,id_reactiv,num_reac_a,num_reac_b,num_reac_c,num_reac_d,rc,i_ancla,i_elim,id_area,area,id_subarea,subarea,id_especf,especf,id_estimul,nr_especf,id_taxo,nvl_taxo,p_rc,rpbis_rc,rpbis_op1,rpbis_op2,rpbis_op3,rpbis_op4,p_rce,rpbis_rce,rpbis_op1e,rpbis_op2e,rpbis_op3e,rpbis_op4e
O_300018a,1754255,96,0,0,0,3,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_001,"CONTEXTO SOCIAL, CULTURAL Y LING‹ÕSTICO",51904,"A PARTIR DE ESTRATEGIAS DE INTERVENCI”N PEDAG”GICA, SELECCIONAR LA QUE FORTALECE LA IDENTIDAD CULTURAL Y LING‹ÕSTICA DE LOS ALUMNOS.",,2,2,COMPRENSI”N,58.75,0.288,-0.262,-0.217,0.288,-0.066,58.75,0.306,-0.288,-0.228,0.306,-0.073
O_300018a,1754316,97,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_001,"CONTEXTO SOCIAL, CULTURAL Y LING‹ÕSTICO",51904,"A PARTIR DE ESTRATEGIAS DE INTERVENCI”N PEDAG”GICA, SELECCIONAR LA QUE FORTALECE LA IDENTIDAD CULTURAL Y LING‹ÕSTICA DE LOS ALUMNOS.",,2,2,COMPRENSI”N,83.35,0.294,-0.177,0.294,-0.28,-0.099,83.35,0.302,-0.187,0.302,-0.295,-0.102
O_300018a,1754232,98,0,0,0,4,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_001,"CONTEXTO SOCIAL, CULTURAL Y LING‹ÕSTICO",51905,"A PARTIR DE REFERENTES CONCEPTUALES DE LA EDUCACI”N INTERCULTURAL BILING‹E, IDENTIFICAR LOS QUE HACEN ALUSI”N AL FORTALECIMIENTO DE LA IDENTIDAD DE LOS ALUMNOS.",,2,1,CONOCIMIENTO,88.62,0.156,-0.107,-0.115,-0.143,0.156,88.62,0.163,-0.113,-0.123,-0.157,0.163
O_300018a,1754360,99,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_001,"CONTEXTO SOCIAL, CULTURAL Y LING‹ÕSTICO",51905,"A PARTIR DE REFERENTES CONCEPTUALES DE LA EDUCACI”N INTERCULTURAL BILING‹E, IDENTIFICAR LOS QUE HACEN ALUSI”N AL FORTALECIMIENTO DE LA IDENTIDAD DE LOS ALUMNOS.",,2,1,CONOCIMIENTO,87.72,0.154,-0.102,0.154,-0.098,-0.156,87.72,0.159,-0.111,0.159,-0.101,-0.168
O_300018a,1754233,100,0,0,0,4,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51906,"A PARTIR DE ACTIVIDADES ENCOMENDADAS A LOS CONSEJOS ESCOLARES DE PARTICIPACI”N SOCIAL, SELECCIONAR LAS QUE CORRESPONDEN A LOS TEMAS PRIORITARIOS",,2,1,CONOCIMIENTO,76.73,0.28,-0.212,-0.199,-0.157,0.28,76.73,0.278,-0.224,-0.205,-0.16,0.278
O_300018a,1754322,101,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51906,"A PARTIR DE ACTIVIDADES ENCOMENDADAS A LOS CONSEJOS ESCOLARES DE PARTICIPACI”N SOCIAL, SELECCIONAR LAS QUE CORRESPONDEN A LOS TEMAS PRIORITARIOS",,2,1,CONOCIMIENTO,60.83,0.189,-0.104,0.189,-0.081,-0.224,60.83,0.189,-0.112,0.189,-0.085,-0.239
O_300018a,1754234,102,0,0,0,3,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51907,"A PARTIR DE FORMAS DE INTERVENCI”N DE LAS FAMILIAS, SELECCIONAR LA QUE FORTALECE LA TAREA EDUCATIVA.",,2,2,COMPRENSI”N,70.93,0.185,-0.193,-0.048,0.185,-0.153,70.93,0.186,-0.206,-0.047,0.186,-0.16
O_300018a,1754324,103,0,0,0,4,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51907,"A PARTIR DE FORMAS DE INTERVENCI”N DE LAS FAMILIAS, SELECCIONAR LA QUE FORTALECE LA TAREA EDUCATIVA.",,2,2,COMPRENSI”N,82.67,0.209,-0.153,-0.196,-0.108,0.209,82.67,0.206,-0.155,-0.207,-0.106,0.206
O_300018a,175436,104,0,0,0,4,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51907,"A PARTIR DE FORMAS DE INTERVENCI”N DE LAS FAMILIAS, SELECCIONAR LA QUE FORTALECE LA TAREA EDUCATIVA.",,2,2,COMPRENSI”N,93.25,0.082,-0.039,-0.124,-0.032,0.082,0,0,0,0,0,0
O_300018a,1754236,105,0,0,0,2,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51908,"A PARTIR DE ACTIVIDADES ESCOLARES, IDENTIFICAR LAS QUE LE CORRESPONDEN A LOS PADRES DE FAMILIA Y A LA COMUNIDAD EN LA TAREA EDUCATIVA",,2,1,CONOCIMIENTO,76.37,0.121,-0.171,0.121,-0.051,-0.122,0,0,0,0,0,0
O_300018a,175438,106,0,0,0,2,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51908,"A PARTIR DE ACTIVIDADES ESCOLARES, IDENTIFICAR LAS QUE LE CORRESPONDEN A LOS PADRES DE FAMILIA Y A LA COMUNIDAD EN LA TAREA EDUCATIVA",,2,1,CONOCIMIENTO,46.66,-0.048,-0.09,-0.048,-0.053,0.011,0,0,0,0,0,0
O_300018a,175442,107,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51673,"A PARTIR DE ACCIONES DE LA COMUNIDAD, IDENTIFICAR LA QUE PROPICIE LA PARTICIPACI”N COLABORATIVA PARA LA MEJORA EDUCATIVA",,2,2,COMPRENSI”N,69.75,0.17,-0.143,0.17,-0.076,-0.183,69.75,0.175,-0.152,0.175,-0.077,-0.199
O_300018a,1754124,108,0,0,0,4,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51673,"A PARTIR DE ACCIONES DE LA COMUNIDAD, IDENTIFICAR LA QUE PROPICIE LA PARTICIPACI”N COLABORATIVA PARA LA MEJORA EDUCATIVA",,2,2,COMPRENSI”N,49.24,-0.088,-0.011,-0.031,0.001,-0.088,0,0,0,0,0,0
O_300018a,1754392,109,0,0,0,4,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51909,"A PARTIR DE LA DETECCI”N DE UN CASO DE VIOLENCIA, MALTRATO INFANTIL, ABUSO O DISCRIMINACI”N DE UN ALUMNO, IDENTIFICAR LA INSTANCIA A LA QUE SE PUEDE RECURRIR PARA SER ATENDIDO",,2,2,COMPRENSI”N,19.35,-0.021,-0.142,0.057,-0.02,-0.021,0,0,0,0,0,0
O_300018a,1754394,110,0,0,0,3,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51909,"A PARTIR DE LA DETECCI”N DE UN CASO DE VIOLENCIA, MALTRATO INFANTIL, ABUSO O DISCRIMINACI”N DE UN ALUMNO, IDENTIFICAR LA INSTANCIA A LA QUE SE PUEDE RECURRIR PARA SER ATENDIDO",,2,2,COMPRENSI”N,24.55,0.029,-0.093,-0.1,0.029,-0.028,0,0,0,0,0,0
O_300018a,1754375,111,0,0,0,1,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51909,"A PARTIR DE LA DETECCI”N DE UN CASO DE VIOLENCIA, MALTRATO INFANTIL, ABUSO O DISCRIMINACI”N DE UN ALUMNO, IDENTIFICAR LA INSTANCIA A LA QUE SE PUEDE RECURRIR PARA SER ATENDIDO",,2,2,COMPRENSI”N,47.93,-0.024,-0.024,-0.01,-0.04,-0.089,0,0,0,0,0,0
O_300018a,1754238,112,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51910,"A PARTIR DE ACCIONES DE INTERCAMBIO ACAD…MICO ENTRE ESCUELAS, IDENTIFICAR LAS QUE PERMITEN MEJORAR LAS PR¡CTICAS EDUCATIVAS Y LOS APRENDIZAJES DE LOS ALUMNOS",,2,2,COMPRENSI”N,46.52,0.282,-0.159,0.282,-0.144,-0.249,46.52,0.294,-0.162,0.294,-0.153,-0.273
O_300018a,1754250,113,0,0,0,1,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51910,"A PARTIR DE ACCIONES DE INTERCAMBIO ACAD…MICO ENTRE ESCUELAS, IDENTIFICAR LAS QUE PERMITEN MEJORAR LAS PR¡CTICAS EDUCATIVAS Y LOS APRENDIZAJES DE LOS ALUMNOS",,2,2,COMPRENSI”N,77.78,0.302,0.302,-0.239,-0.2,-0.205,77.78,0.307,0.307,-0.255,-0.204,-0.214
O_300018a,175457,114,0,0,0,2,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51910,"A PARTIR DE ACCIONES DE INTERCAMBIO ACAD…MICO ENTRE ESCUELAS, IDENTIFICAR LAS QUE PERMITEN MEJORAR LAS PR¡CTICAS EDUCATIVAS Y LOS APRENDIZAJES DE LOS ALUMNOS",,2,2,COMPRENSI”N,57.7,0.223,-0.132,0.223,-0.238,-0.15,0,0,0,0,0,0
O_300018a,1754249,115,0,0,0,3,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51911,"A PARTIR DE ESTRATEGIAS DE INTERVENCI”N DE LA SUPERVISI”N, IDENTIFICAR LA QUE FORTALECE LA COLABORACI”N ENTRE ESCUELAS†",,2,3,APLICACI”N,76.12,0.151,-0.159,-0.129,0.151,-0.085,76.12,0.152,-0.169,-0.141,0.152,-0.086
O_300018a,1754251,116,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51911,"A PARTIR DE ESTRATEGIAS DE INTERVENCI”N DE LA SUPERVISI”N, IDENTIFICAR LA QUE FORTALECE LA COLABORACI”N ENTRE ESCUELAS†",,2,3,APLICACI”N,80.27,0.249,-0.144,0.249,-0.121,-0.24,80.27,0.249,-0.152,0.249,-0.121,-0.252
O_300018a,1754246,117,0,0,0,4,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51912,"A PARTIR DE ACCIONES DE TRABAJO EN COLABORACI”N, IDENTIFICAR LA QUE FAVORECE EL APRENDIZAJE DE LOS ALUMNOS.",,2,2,COMPRENSI”N,88.1,0.18,-0.127,-0.172,-0.104,0.18,88.1,0.188,-0.136,-0.186,-0.112,0.188
O_300018a,1754287,118,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51912,"A PARTIR DE ACCIONES DE TRABAJO EN COLABORACI”N, IDENTIFICAR LA QUE FAVORECE EL APRENDIZAJE DE LOS ALUMNOS.",,2,2,COMPRENSI”N,60.78,0.269,-0.278,0.269,-0.04,-0.246,60.78,0.265,-0.288,0.265,-0.045,-0.252
O_300018a,175463,119,0,0,0,1,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51912,"A PARTIR DE ACCIONES DE TRABAJO EN COLABORACI”N, IDENTIFICAR LA QUE FAVORECE EL APRENDIZAJE DE LOS ALUMNOS.",,2,2,COMPRENSI”N,23.81,-0.12,-0.12,-0.188,-0.065,0.141,0,0,0,0,0,0
O_300018a,1754248,120,0,0,0,2,0,1,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51913,"A PARTIR DE LAS FUNCIONES ESPECÕFICAS DE LA SUPERVISI”N, IDENTIFICAR LA QUE HACE ALUSI”N AL TRABAJO COLABORATIVO ENTRE ESCUELAS, PARA ATENDER PROBLEMAS COMUNES DE APRENDIZAJE.",,2,1,CONOCIMIENTO,80.67,0.229,-0.174,0.229,-0.209,-0.09,0,0,0,0,0,0
O_300018a,1754335,121,0,0,0,2,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51913,"A PARTIR DE LAS FUNCIONES ESPECÕFICAS DE LA SUPERVISI”N, IDENTIFICAR LA QUE HACE ALUSI”N AL TRABAJO COLABORATIVO ENTRE ESCUELAS, PARA ATENDER PROBLEMAS COMUNES DE APRENDIZAJE.",,2,1,CONOCIMIENTO,62.12,0.241,-0.215,0.241,-0.155,-0.148,62.12,0.242,-0.232,0.242,-0.163,-0.147
O_300018a,1754377,122,0,0,0,3,0,0,O_3000_03,INFLUENCIA DEL CONTEXTO ESCOLAR,O_3000_03_002,COLABORACI”N CON ACTORES EDUCATIVOS,51913,"A PARTIR DE LAS FUNCIONES ESPECÕFICAS DE LA SUPERVISI”N, IDENTIFICAR LA QUE HACE ALUSI”N AL TRABAJO COLABORATIVO ENTRE ESCUELAS, PARA ATENDER PROBLEMAS COMUNES DE APRENDIZAJE.",,2,1,CONOCIMIENTO,48.2,0.257,-0.184,-0.188,0.257,-0.123,48.2,0.269,-0.201,-0.205,0.269,-0.131
O_233018a,O_2330316,1,0,0,0,1,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24434,"A PARTIR DE UN LISTADO DE ENUNCIADOS, RECONOCER LOS DE CAR¡CTER FORMATIVO DE LOS PROP”SITOS DE LAS ASIGNATURAS DE EDUCACI”N SECUNDARIA",,3,1,CONOCIMIENTO,46.39,0.465,0.465,-0.45,-0.189,-2,46.39,0.414,0.414,-0.442,-0.151,-2
O_233018a,O_2330319,2,0,0,0,1,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24434,"A PARTIR DE UN LISTADO DE ENUNCIADOS, RECONOCER LOS DE CAR¡CTER FORMATIVO DE LOS PROP”SITOS DE LAS ASIGNATURAS DE EDUCACI”N SECUNDARIA",,3,1,CONOCIMIENTO,25.77,0.281,0.281,-0.172,-0.108,-0.315,25.77,0.293,0.293,-0.187,-0.148,-0.287
O_233018a,O_2330320,3,0,0,0,2,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24434,"A PARTIR DE UN LISTADO DE ENUNCIADOS, RECONOCER LOS DE CAR¡CTER FORMATIVO DE LOS PROP”SITOS DE LAS ASIGNATURAS DE EDUCACI”N SECUNDARIA",,3,1,CONOCIMIENTO,36.08,0.115,-0.029,0.115,-0.052,-0.178,36.08,0.16,-0.096,0.16,-0.059,-0.21
O_233018a,O_2330524,4,0,0,0,3,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24434,"A PARTIR DE UN LISTADO DE ENUNCIADOS, RECONOCER LOS DE CAR¡CTER FORMATIVO DE LOS PROP”SITOS DE LAS ASIGNATURAS DE EDUCACI”N SECUNDARIA",,3,1,CONOCIMIENTO,34.02,0.026,0.295,-0.27,0.026,-0.207,0,0,0,0,0,0
O_233018a,O_2330202,5,0,0,0,2,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24435,"A PARTIR DE EJEMPLOS DE PR¡CTICA DOCENTE, IDENTIFICAR LA QUE CONTRIBUYE AL LOGRO DE APRENDIZAJE DE TODOS LOS ALUMNOS",,2,2,COMPRENSI”N,43.3,0.215,-0.079,0.215,-0.009,-0.307,43.3,0.177,-0.124,0.177,0.022,-0.288
O_233018a,O_2330253,6,0,0,0,3,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24435,"A PARTIR DE EJEMPLOS DE PR¡CTICA DOCENTE, IDENTIFICAR LA QUE CONTRIBUYE AL LOGRO DE APRENDIZAJE DE TODOS LOS ALUMNOS",,2,2,COMPRENSI”N,65.98,0.27,-0.131,-0.054,0.27,-0.316,65.98,0.269,-0.136,-0.128,0.269,-0.311
O_233018a,O_2330176,7,0,0,0,1,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24436,"A PARTIR DE LA DESCRIPCI”N DE UN CONTEXTO ESCOLAR, DETERMINAR LA PR¡CTICA DOCENTE QUE CONTRIBUYA AL LOGRO DE LOS APRENDIZAJES DE TODOS LOS ALUMNOS",,3,3,APLICACI”N,82.47,0.013,0.013,-0.038,-0.048,-0.064,0,0,0,0,0,0
O_233018a,O_2330326,8,0,0,0,2,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24436,"A PARTIR DE LA DESCRIPCI”N DE UN CONTEXTO ESCOLAR, DETERMINAR LA PR¡CTICA DOCENTE QUE CONTRIBUYA AL LOGRO DE LOS APRENDIZAJES DE TODOS LOS ALUMNOS",,3,3,APLICACI”N,43.3,0.318,-0.409,0.318,-0.027,0.018,0,0,0,0,0,0
O_233018a,O_2330529,9,0,0,0,2,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24436,"A PARTIR DE LA DESCRIPCI”N DE UN CONTEXTO ESCOLAR, DETERMINAR LA PR¡CTICA DOCENTE QUE CONTRIBUYA AL LOGRO DE LOS APRENDIZAJES DE TODOS LOS ALUMNOS",,3,3,APLICACI”N,55.67,0.01,-0.082,0.01,-2,-0.067,0,0,0,0,0,0
O_233018a,O_2330530,10,0,0,0,3,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24436,"A PARTIR DE LA DESCRIPCI”N DE UN CONTEXTO ESCOLAR, DETERMINAR LA PR¡CTICA DOCENTE QUE CONTRIBUYA AL LOGRO DE LOS APRENDIZAJES DE TODOS LOS ALUMNOS",,3,3,APLICACI”N,89.69,0.372,-0.127,-2,0.372,-0.4,89.69,0.367,-0.145,-2,0.367,-0.398
O_233018a,O_2330136,11,0,0,0,1,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24437,"A PARTIR DE UN CASO QUE DESCRIBA EL ENTORNO FAMILIAR, SOCIOCULTURAL Y LING‹ÕSTICO DE LOS ALUMNOS, IDENTIFICAR EL ASPECTO QUE INFLUYE DE MANERA POSITIVA EN LOS PROCESOS DE DESARROLLO O APRENDIZAJE DE LOS ALUMNOS DE EDUCACI”N SECUNDARIA",,3,2,COMPRENSI”N,67.01,0.203,0.203,-0.172,0.055,-0.236,0,0,0,0,0,0
O_233018a,O_2330336,12,0,0,0,3,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24437,"A PARTIR DE UN CASO QUE DESCRIBA EL ENTORNO FAMILIAR, SOCIOCULTURAL Y LING‹ÕSTICO DE LOS ALUMNOS, IDENTIFICAR EL ASPECTO QUE INFLUYE DE MANERA POSITIVA EN LOS PROCESOS DE DESARROLLO O APRENDIZAJE DE LOS ALUMNOS DE EDUCACI”N SECUNDARIA",,3,2,COMPRENSI”N,58.76,0.143,-0.08,-0.041,0.143,-0.211,58.76,0.166,-0.07,-0.076,0.166,-0.246
O_233018a,O_2330628,13,0,0,0,4,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24437,"A PARTIR DE UN CASO QUE DESCRIBA EL ENTORNO FAMILIAR, SOCIOCULTURAL Y LING‹ÕSTICO DE LOS ALUMNOS, IDENTIFICAR EL ASPECTO QUE INFLUYE DE MANERA POSITIVA EN LOS PROCESOS DE DESARROLLO O APRENDIZAJE DE LOS ALUMNOS DE EDUCACI”N SECUNDARIA",,3,2,COMPRENSI”N,88.66,0.31,-0.196,-0.357,0.018,0.31,88.66,0.311,-0.17,-0.377,0.01,0.311
O_233018a,O_2330278,14,0,0,0,1,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24438,"A PARTIR DE UN CASO DEL ENTORNO FAMILIAR, SOCIOCULTURAL Y LING‹ÕSTICO DE LOS ALUMNOS, SELECCIONAR ACCIONES DE LA COORDINACI”N DE ACTIVIDADES QUE FAVOREZCAN LOS PROCESOS DE DESARROLLO O APRENDIZAJE DE LOS ALUMNOS DE EDUCACI”N SECUNDARIA",,2,3,APLICACI”N,72.16,0.069,0.069,-0.157,-0.099,-0.041,0,0,0,0,0,0
O_233018a,O_2330337,15,0,0,0,4,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24438,"A PARTIR DE UN CASO DEL ENTORNO FAMILIAR, SOCIOCULTURAL Y LING‹ÕSTICO DE LOS ALUMNOS, SELECCIONAR ACCIONES DE LA COORDINACI”N DE ACTIVIDADES QUE FAVOREZCAN LOS PROCESOS DE DESARROLLO O APRENDIZAJE DE LOS ALUMNOS DE EDUCACI”N SECUNDARIA",,2,3,APLICACI”N,69.07,0.098,-2,-0.169,-0.053,0.098,0,0,0,0,0,0
O_233018a,O_2330541,16,0,0,0,2,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_001,TAREA FUNDAMENTAL DE LA ESCUELA,24438,"A PARTIR DE UN CASO DEL ENTORNO FAMILIAR, SOCIOCULTURAL Y LING‹ÕSTICO DE LOS ALUMNOS, SELECCIONAR ACCIONES DE LA COORDINACI”N DE ACTIVIDADES QUE FAVOREZCAN LOS PROCESOS DE DESARROLLO O APRENDIZAJE DE LOS ALUMNOS DE EDUCACI”N SECUNDARIA",,2,3,APLICACI”N,48.45,0.085,-0.208,0.085,-0.005,-0.082,48.45,0.134,-0.276,0.134,-0.01,-0.115
O_233018a,O_2330343,17,0,0,0,2,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_002,ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA EFICAZ,24439,"A PARTIR DE LAS METAS ACORDADAS POR EL CONSEJO T…CNICO ESCOLAR DE UNA ESCUELA SECUNDARIA, RECONOCER LAS ACCIONES EN LAS QUE LA COORDINACI”N VINCULA AL COLECTIVO ESCOLAR CON SU LOGRO",,3,1,CONOCIMIENTO,28.87,-0.086,0.075,-0.086,-0.084,-0.129,0,0,0,0,0,0
O_233018a,O_2330346,18,0,0,0,4,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_002,ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA EFICAZ,24439,"A PARTIR DE LAS METAS ACORDADAS POR EL CONSEJO T…CNICO ESCOLAR DE UNA ESCUELA SECUNDARIA, RECONOCER LAS ACCIONES EN LAS QUE LA COORDINACI”N VINCULA AL COLECTIVO ESCOLAR CON SU LOGRO",,3,1,CONOCIMIENTO,41.24,0.116,-0.13,-0.141,-0.035,0.116,41.24,0.165,-0.133,-0.163,-0.112,0.165
O_233018a,O_2330549,19,0,0,0,3,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_002,ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA EFICAZ,24439,"A PARTIR DE LAS METAS ACORDADAS POR EL CONSEJO T…CNICO ESCOLAR DE UNA ESCUELA SECUNDARIA, RECONOCER LAS ACCIONES EN LAS QUE LA COORDINACI”N VINCULA AL COLECTIVO ESCOLAR CON SU LOGRO",,3,1,CONOCIMIENTO,69.07,0.176,-0.148,-0.198,0.176,-0.072,69.07,0.153,-0.155,-0.208,0.153,-0.053
O_233018a,O_23308,20,0,0,0,2,0,1,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_002,ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA EFICAZ,24440,"A PARTIR DE LA DESCRIPCI”N DE UN PROBLEMA FOCALIZADO EN LA RUTA DE MEJORA, IDENTIFICAR LA ACCI”N MEDIANTE LA CUAL LA COORDINACI”N DE ACTIVIDADES VINCULA AL COLECTIVO ESCOLAR CON LAS METAS DE LA ESCUELA",,3,3,APLICACI”N,81.44,0.226,-0.034,0.226,-0.248,-0.157,0,0,0,0,0,0
O_233018a,O_2330192,21,0,0,0,4,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_002,ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA EFICAZ,24440,"A PARTIR DE LA DESCRIPCI”N DE UN PROBLEMA FOCALIZADO EN LA RUTA DE MEJORA, IDENTIFICAR LA ACCI”N MEDIANTE LA CUAL LA COORDINACI”N DE ACTIVIDADES VINCULA AL COLECTIVO ESCOLAR CON LAS METAS DE LA ESCUELA",,3,3,APLICACI”N,57.73,0.302,-0.359,-0.078,-0.066,0.302,57.73,0.275,-0.331,-0.116,-0.077,0.275
O_233018a,O_2330403,22,0,0,0,1,0,0,O_2330_01,LA ESCUELA Y EL TRABAJO EN EL AULA,O_2330_01_002,ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA EFICAZ,24440,"A PARTIR DE LA DESCRIPCI”N DE UN PROBLEMA FOCALIZADO EN LA RUTA DE MEJORA, IDENTIFICAR LA ACCI”N MEDIANTE LA CUAL LA COORDINACI”N DE ACTIVIDADES VINCULA AL COLECTIVO ESCOLAR CON LAS METAS DE LA ESCUELA",,3,3,APLICACI”N,75.26,0.074,0.074,0.022,-0.204,-0.149,75.26,0.145,0.145,-0.061,-0.206,-0.187
