Entidad,SAP,Equipos por sede,Número de Salas,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Nombre Sede,Dirección,Observaciones,cumple_ancho_banda,ancho_banda,navegador,circuito_TV,ALÁMBRICA_WIFI,SÍstema_operativo,hardware,velocidad_carga,velocidad_descarga,latencia_carga,latencia_descarga
Edo. Méx.,15025,70,2,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. METEPEC,"AV. MOCTEZUMA CASÍ ESQ. GOBERNADORES S/N, COL. LA PROVIDENCIA, C.P. 52177, METEPEC, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,2 Mbps,6 Mbps,30 ms,30 ms
Edo. Méx.,15026,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. METEPEC II,"NICOLAS BRAVO S/N, COL. SAN MIGUEL TOTOCUITLAPILCO, C.P. 52143, METEPEC, EDO. MÉX.",,NO,5 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,4 Mbps,65 ms,65 ms
Edo. Méx.,15027,57,2,22,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. NEZAHUALCÓYOTL II,"BORDO DE XOCHIACA ENTRE AV. ADOLFO LOPEZ MATEOS Y SOR JUANA S/N, COL. BENITO JUÁREZ, C.P. 57000, NEZAHUALCÓYOTL, EDO. MÉX.",,SÍ,20 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,6 Mbps,15 Mbps,30 ms,30 ms
Edo. Méx.,15028,40,2,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. NICOLÁS ROMERO I,"AV. MÉXICO S/N, COL. GRANJAS GUADALUPE. LA COLMENA, C.P. 54475, NICOLÁS ROMERO, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,5 Mbps,65 ms,65 ms
Edo. Méx.,15029,88,2,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. NICOLÁS ROMERO II,"AV. EMILIANO ZAPATA S/N, COL. EL TRÁFICO, C.P. 54400, NICOLÁS ROMERO, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,5 Mbps,65 ms,65 ms
Edo. Méx.,15032,111,3,32,39,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TECÁMAC,"CARR. FEDERAL MÉXICO-PACHUCA KM 38.5 S/N, COL. EX RANCHO SAN AGUSTÍN, C.P. 55740, TECÁMAC, EDO. MÉX.",,NO,5 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,4 Mbps,65 ms,65 ms
Edo. Méx.,15035,73,2,40,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TENANCINGO,"KM 2 DE LA CARR. TENANCINGO-VILLA GUERRERO S/N, EXHACIENDA DE SANTA ANA, C.P. 52400, TENANCINGO, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,5 Mbps,65 ms,65 ms
Edo. Méx.,15036,68,2,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TENANGO DEL VALLE,"AV. INDEPENDENCIA S/N, LA SOYA, C.P. 52300, TENANGO DEL VALLE, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,5 Mbps,65 ms,65 ms
Edo. Méx.,15037,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TEPOTZOTLÁN,"AV. RÍO CHIQUITO S/N, FRACC.""EL TRÉBOL"", C.P. 54614, TEPOTZOTLÁN, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,6 Mbps,65 ms,65 ms
Edo. Méx.,15039,66,2,23,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TEZOYUCA,"CAMINO A LA ESTACIÓN ESQ. CAMINO A TEPEXPAN S/N, COMUNIDAD DE TEQUISÍSTLÁN, C.P. 56020, TEZOYUCA, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,5 Mbps,65 ms,65 ms
Edo. Méx.,15040,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TOLUCA,"PARCELA ESCOLAR DEL EJIDO S/N, LOC. SAN ANTONIO BUENAVISTA, C.P. 50251, TOLUCA, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,2 Mbps,6 Mbps,65 ms,65 ms
Edo. Méx.,15041,126,3,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TULTEPEC,"CALLE 16 NTE (ENTRE CIRCUITO SAN PABLO Y PARALELA CON CALLE 14 ) S/N, UNIDAD CTM, C.P. 54985, TULTEPEC, EDO. MÉX.",,NO,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,4 Mbps,65 ms,65 ms
Edo. Méx.,15042,120,3,45,45,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE MÉXICO. TULTITLÁN,"VIALIDAD CONSTITUCIÓN DE 1857 ESQ. JORGE JIMÉNEZ CANTÚ S/N, COL. SAN PABLO DE LAS SALINAS, C.P. 54930, TULTITLÁN, EDO. MÉX.",,SÍ,10 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,2 Mbps,7 Mbps,30 ms,30 ms
Edo. Méx.,15046,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL SUPERIOR DEL ESTADO DE MÉXICO,"CALLE NATALIA CARRASCO No. 400, COL. FEDERAL, C.P. 50120, TOLUCA, EDO. MÉX.",,SÍ,100 Mbps,SÍ,NO,AMBAS,SÍ,SÍ,89 Mbps,19 Mbps,9 ms,2 ms
Edo. Méx.,15047,43,2,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE ATIZAPAN DE ZARAGOZA,"BLVD. ADOLFO RUÍZ CORTINES S/N, COL. LOMAS DE ATIZAPÁN, C.P. 52977, ATIZAPÁN DE ZARAGOZA, EDO. MÉX.",,SÍ,200 Mb,SÍ,NO,AMBAS,SÍ,SÍ,20 Mbps,20 Mbps,30 ms,30 ms
Edo. Méx.,15048,59,2,30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE ATLACOMULCO,"MARIO COLIN SÁNCHEZ No. 5, COL. CENTRO, C.P. 50450, ATLACOMULCO DE FABELA, EDO. MÉX.",,SÍ,100MG,SÍ,NO,SÍ,SÍ,SÍ,"43,89 MG","66,86 MG",6 MS,10 MS
Edo. Méx.,15049,25,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE CUAUTITLÁN IZCALLI,"DE LOS FRESNOS No. 68, COL. ARCOS DEL ALBA, C.P. 54750, CUAUTITLÁN, EDO. MÉX.",,SÍ,50 Mb,SÍ,NO,ALÁMBRICA,SÍ,SÍ,30 Mbps,50 Mbps,114 ms,8 ms
Edo. Méx.,15052,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE NAUCALPAN,"AV. CAMINO REAL DE SAN MATEO, CALLEJÓN DE LAS PITALLAS MERCO BAZAR No. 179, COL. SAN MATEO NOPALA, C.P. 53220, NAUCALPAN DE JUÁREZ, EDO. MÉX.",,SÍ,15 Mb,SÍ,NO,AMBAS,SÍ,SÍ,12.4 Mbps,12 Mbps,"1,354 ms",135 ms
Edo. Méx.,15053,44,2,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE TECÁMAC,"AV. CENTENARIO DE LA EDUCACIÓN NORMAL S/N, COL. CENTRO, C.P. 55740, TECÁMAC, EDO. MÉX.",,NO,10 MBPS,SÍ,SÍ,AMBAS,SÍ ,SÍ,0.12 mbps,1.83 mbps,26 ms,26 ms
Edo. Méx.,15055,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE TENANCINGO,"CARR. AL SANTO DESÍERTO S/N, COL. EL SALITRE, C.P. 52400, TENANCINGO, EDO. MÉX.",,SÍ,25 Mb,SÍ,NO,AMBAS,SÍ,SÍ, 3.5 Mbps  , 3.5 Mbps  ,135 ms,33 ms
Edo. Méx.,15056,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE VALLE DE BRAVO,"CALZ. DEL NORMALISMO MEXIQUENSE No. 14, COL. EL ARCO, C.P. 51200, VALLE DE BRAVO, EDO. MÉX.",,SÍ,15 Mbps,SÍ,NO,AMBAS,SÍ,SÍ,3 Mbps,3 Mbps,30 ms,30 ms
Edo. Méx.,15058,45,2,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL No. 1 DE TOLUCA,"BLVD. ISÍDRO FABELA NORTE No. 601, COL. DOCTORES, C.P. 50060, TOLUCA, EDO. MÉX.",,SÍ,100 mb,SÍ,NO,ALÁMBRICA,SÍ,SÍ,18 Mbps,80 Mbps,10 ms,0 ms
Edo. Méx.,15064,89,2,35,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PREPARATORIA OFICIAL No. 54 CHALCO,"AV. SOLIDARIDAD S/N, COL. UNIÓN DE GUADALUPE, C.P. 56606, CHALCO, EDO. MÉX.",,SÍ,15 MB,SÍ,NO,ALÁMBRICA,SÍ,SÍ,7.8 Mbps,24 Mbps,144 ms,27 ms
Edo. Méx.,15065,70,2,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PREPARATORIA OFICIAL No. 83 TEOLOYUCAN,"ZUMPANGO S/N, COL. SANTIAGO, C.P. 54770, TEOLOYUCÁN, EDO. MÉX.",,SÍ,35 Mb,SÍ,SÍ,AMBAS,SÍ,SÍ,5.5 Mps,35 Mbps,191  ms,14 ms
Edo. Méx.,15068,65,2,30,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 006 GUSTAVO BAZ-TLALNEPANTLA,"VÍA GUSTAVO BAZ ESQ. JACARANDAS S/N, FRACC. VALLE HERMOSO, C.P. 54010, TLALNEPANTLA DE BAZ, EDO. MÉX.",,SÍ,30 Mb,SÍ,NO,ALÁMBRICA,SÍ,SÍ,17.5 Mbps ,5 Mbps,122 ms,17 ms
Edo. Méx.,15069,92,3,40,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 008 EL ORO,"AV. CENTRAL LOTE 13 Y 14 S/N, FRACC. EL ORO DE HIDALGO, C.P. 50600, EL ORO, EDO. MÉX.",,SÍ,10 MB,GOOGLE CHROME,NA,NA,WINDOWS 8.1,CORE 2 DUO,0.46 MB,2.5 MB,1.5ms,174ms
Edo. Méx.,15070,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 033 ATLACOMULCO,"CTO. VIAL DR. JORGE JIMÉNEZ CANTÚ S/N, COL. FELIPE UREÑA, C.P. 50450, ATLACOMULCO DE FABELA, EDO. MÉX.",,SÍ,15 MB,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,7 Mbps,27 Mbps,104 ms,20 ms
Edo. Méx.,15071,110,3,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 079 SANTIAGO TIANGUISTENCO,"CALLE PONCIANO DÍAZ No. 104, COL. EL CAMPESÍNO, C.P. 52600, TIANGUISTENCO, EDO. MÉX.",,SÍ,50 Mbps,SÍ,NO,ALÁMBRICA,SÍ,SÍ,3.7 Mbps,54 Mbps,74ms,11ms
Edo. Méx.,15072,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 107 CHIMALHUACÁN,"CALLE AMEYALCO S/N, COL. TLATELXOCHITENCO, C.P. 56336, CHIMALHUACÁN, EDO. MÉX.",,SÍ,30Mb,SÍ,NO,AMBAS,SÍ,SÍ,3.7Mb,13Mb,76ms,21ms
Edo. Méx.,15075,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 183 ATIZAPAN I,"AV. RUÍZ CORTINES ESQ. TEOTIHUACAN S/N, COL. LOMAS DE ATIZAPÁN, C.P. 52977, ATIZAPÁN DE ZARAGOZA, EDO. MÉX.",,SÍ,30Mb,SÍ,NO,ALÁMBRICA,SÍ,SÍ,17 Mb,4 Mb,18 ms,4 ms
Edo. Méx.,15078,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 187 NAUCALPAN I,"CALLE PROL. MIGUEL NEGRETE ESQ. LÍNEAS DE ALTA TENSIÓN S/N, COL. SAN RAFAEL CHAMAPA, C.P. 53660, NAUCALPAN DE JUÁREZ, EDO. MÉX.",,SÍ,50Mb,SÍ,NO,ALÁMBRICA,SÍ,SÍ,4.2  MBPS,41 MBPS,1.2 s,12 ms
Edo. Méx.,15079,89,4,26,24,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 188  NAUCALPAN II,"AV. GRANJAS ENTRE JÚPITER Y PINO SUÁREZ S/N, COL. MÁRTIRES DEL RÍO, C.P. 53780, NAUCALPAN DE JUÁREZ, EDO. MÉX.",,SÍ,15 Mb,SÍ,SÍ,AMBAS,SÍ,SÍ,7.8 Mbps,20 Mbps,191 ms,16 ms
Edo. Méx.,15080,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 192 ECATEPEC I,"CERRADA CONALEP S/N, COL. CD. CUAUHTÉMOC, C.P. 55067, ECATEPEC DE MORELOS, EDO. MÉX.",Actualmente no contamos con servicio de Internet para realizar la prueba solicitada.,NO,32Mb,SÍ,NO,SÍ,,,,,,
Edo. Méx.,15081,50,2,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 193 TLALNEPANTLA I,"AV. EX-HACIENDA DE ENMEDIO Y RÍO DE LOS REMEDIOS S/N, COL. PRADO VALLEJO, C.P. 54170, TLALNEPANTLA DE BAZ, EDO. MÉX.",,SÍ,200 Mbps,SÍ ,NO,ALÁMBRICA,SÍ,SÍ,110 Mbps,140 Mbps,390 ms,9 ms
Edo. Méx.,15082,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 194 TULTITLÁN,"CALLE CIPRESES, VÍA LÓPEZ PORTILLO KM 6 S/N, COL. LÁZARO CÁRDENAS, C.P. 54900, TULTITLÁN, EDO. MÉX.",,Sí,200 Mbps,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,200 Mbps,230 Mbps,16 ms,3 ms
Edo. Méx.,15083,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 222 ECATEPEC II,"AV. MANUEL A. CAMACHO ESQ. ALHÓNDIGA DE GRANADITAS S/N, COL. MÉXICO INDEPENDIENTE, C.P. 55245, ECATEPEC DE MORELOS, EDO. MÉX.",,SÍ,35 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,200 Mbps,60 Mbps,65 ms,20 ms
Edo. Méx.,15084,50,2,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 223 ECATEPEC III,"AV. VENUSTIANO CARRANZA ESQ. FRANCISCO VILLA S/N, COL. GUADALUPE VICTORIA, C.P. 55010, ECATEPEC DE MORELOS, EDO. MÉX.",,SÍ,80Mb,SÍ,NO,AMBAS,SÍ,SÍ,97Mbps,70Mbps,140 ms,6 ms
Edo. Méx.,15085,40,2,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 228 TLALNEPANTLA II,"CALLE ALPINO TLALOC S/N, COL. LÁZARO CÁRDENAS, C.P. 54180, TLALNEPANTLA DE BAZ, EDO. MÉX.",,SÍ,39 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,220 Mbps,60 Mbps,63 ms,15 ms
Edo. Méx.,15086,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 231 TLALNEPANTLA III,"CALLE 10 S/N, FRACC. EL OLIVO II, C.P. 54110, TLALNEPANTLA DE BAZ, EDO. MÉX.",,NO,4Mbps,SÍ,SÍ,SÍ,SÍ,SÍ,4 Mbps,3 Mbps,30 min,20 min
Edo. Méx.,15088,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 237 NICOLAS ROMERO,"CALLE MARGARITA MAZA DE JUÁREZ S/N, COL. JUÁREZ 1a. SECCIÓN, C.P. 54405, NICOLÁS ROMERO, EDO. MÉX.",,SÍ,95 Mbps,CHROME,NO,AMBAS,SÍ,SÍ,94 Mbps,74 Mbps,35 m,4 ms
Edo. Méx.,15089,40,2,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 238 TECÁMAC,"TEMAZCALCINGO S/N, COL. HUEYOTENCO, C.P. 55749, TECÁMAC, EDO. MÉX.",El ancho de banda de internet es muy poco,NO,4Mbps,"CHROME, FIREFOX, INTERNET",SÍ,SÍ,WINDOWS 10,SÍ,4 Mbps,3 Mbps,30 min,20 min
Edo. Méx.,15090,24,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 248 ATIZAPAN II,"CALLE DEL TORIL Y DEL RODEO S/N, FRACC. VILLAS LA HACIENDA, C.P. 52929, ATIZAPÁN DE ZARAGOZA, EDO. MÉX.",,NO,5 Mb,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,1 Mbps,4 Mbps,65 ms,65 ms
Edo. Méx.,15091,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP 263 CHALCO,"HUITZILOPOCHTLI, MZNA 13, LT 14, COL. CULTURAS DE MÉXICO, C.P. 56607, CHALCO, EDO. MÉX.",,NO,1.4 Mbps General,SÍ,,,SÍ,SÍ,1.4 Mbps,65Mbps,813ms,312ms
Edo. Méx.,15093,20,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTEL CONALEP CIUDAD AZTECA ECATEPEC,"FUEGO NUEVO Y AV. 10, BLVD.TONATIUH S/N, CD. AZTECA 2a. SECC., C.P. 55120, ECATEPEC DE MORELOS, EDO. MÉX.",Se cumplen los requerimientos de acuerdo al instructivo de sedes ,SÍ,100Mb,SÍ,SÍ,SÍ,SÍ,SÍ,77Mbps,92Mbps,33ms,4ms
Edo. Méx.,15095,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREPARATORIA ANEXA A LA NORMAL DE CHALCO,"TIZAPA ESQ. INSURGENTES S/N, COL. CASCO DE SAN JUAN, C.P. 56600, CHALCO, EDO. MÉX.",,SÍ,5 MbPS,SÍ,NO,ALÁMBRICA,SÍ,SÍ,0.53 Mbps,4.98 Mbps,232 ms,26ms
Edo. Méx.,15102,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE CHALCO,"CARR. FEDERAL MÉXICO-CUAUTLA S/N, COL. LA CANDELARIA TLAPALA, C.P. 56641, CHALCO, EDO. MÉX.",,SÍ,100 MB,SÍ,SÍ,SÍ,SÍ,SÍ,78 Mbps,88 Mbps,81ms,5ms
Edo. Méx.,15103,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE CHIMALHUACÁN,"CALLE PRIMAVERA S/N, SANTA MARÍA NATIVITAS, C.P. 56330, CHIMALHUACÁN, EDO. MÉX.",,SÍ,70 MB,"SÍ, CHROME",SÍ,AMBAS,WINDOWS 10 DE 64,SÍ,40 Mbps,50 Mbps,11 MS,11 MS
Edo. Méx.,15104,110,4,30,30,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE COACALCO,"AV. 16 DE SEPTIEMBRE No. 54, SAN FRANCISCO COACALCO (CABECERA MUNICIPAL), C.P. 55700, COACALCO DE BERRIOZÁBAL, EDO. MÉX.",,SÍ,70 MBPS,CHROME,NO,SÍ,"WINDOWS 7, IOS","PROCESADOR CORE I3 Y SUPERIOR, 4 GB DE RAM Y SUPERIOR Y 500 GB DISCO DURO Y SUPERIOR",64 MBPS,68 MBPS,3 MS,2 MS
Edo. Méx.,15105,80,4,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE CUAUTITLÁN IZCALLI (TESCI),"AV. NOPALTEPEC S/N, FRACC. LA COYOTERA DEL EJIDO DE SAN ANTONIO CUAMATLA, C.P. 54748, CUAUTITLÁN IZCALLI, EDO. MÉX.",,SÍ,90 Mbps,CHROME,SÍ LAN,SÍ,WINDOWS 10,SÍ,90Mb,90Mb,59 ms,13 ms
Edo. Méx.,15106,203,7,30,30,30,30,30,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE ECATEPEC,"AV. TECNOLÓGICO S/N, COL. VALLE DE ANÁHUAC, SECCIÓN FUENTES, C.P. 55210, ECATEPEC DE MORELOS, EDO. MÉX.",,SÍ,200 MBPS,SÍ,NO,ALÁMBRICA,SÍ,SÍ,30 MBPS,31 MBPS,121 MS,3 MS
Edo. Méx.,15107,152,4,44,40,36,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE HUIXQUILUCAN,"BARRIO EL RÍO S/N, COL. LA MAGDALENA CHICHICASPA, C.P. 52773, HUIXQUILUCAN, EDO. MÉX.","Tres laboratorios de cómputo se encuentran en el Edificio ""H""
Un laboratorio de cómputo se encuentra en otro Edifiio el ""A""
Los 4 laboratorios de cómputo se encuentran dentro del mismo segmento de Red.",SÍ,100 Mb,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,52 ms,2 ms
Edo. Méx.,15109,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE JILOTEPEC,"CARR. JILOTEPEC-CHAPA DE MOTA KM 6.5 S/N, COL. EJIDO DE JILOTEPEC, C.P. 54240, JILOTEPEC, EDO. MÉX.",,SÍ,50 MB,SÍ,NO,SÍ,SÍ,SÍ,30 MB,12 MB,30 MB,30 MB
Edo. Méx.,15110,150,5,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE JOCOTITLAN,"CARR. TOLUCA-ATLACOMULCO KM 44.8 S/N, COL. EJIDO SAN JUAN Y SAN AGUSTÍN, C.P. 50700, JOCOTITLÁN, EDO. MÉX.",,SÍ,100 Mbps (SÍncrono),"SÍ (FIREFOX, CHROME, INTERNET EXPLORER) ÚLTIMAS VERSIONES ACTUALIZADAS",SÍ,SÍ ,"SÍ (WINDOWS 7, 8, 10) ACTUALIZADOS ULTIMA VERSÍÓN",SÍ,95Mbps,98 Mbps,56ms,4ms
Edo. Méx.,15111,70,2,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE SAN FELIPE DEL PROGRESO,"AV. INSTITUTO TECNOLÓGICO S/N, COL. EJIDO DE SAN FELIPE DEL PROGRESO, C.P. 50640, SAN FELIPE DEL PROGRESO, EDO. MÉX.",,SÍ,100 mb,SÍ,NO,AMBAS,WIN 10,SÍ,84ms,90ms,71 ms,2 ms
Edo. Méx.,15112,50,2,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE TIANGUISTENCO,"CARR. ESTATAL LIBRE TENANGO-LA MARQUESA KM 22 S/N, COL. SANTIAGO TILAPA, C.P. 52650, TIANGUISTENCO, EDO. MÉX.",,SÍ,70 Mbps,CHROME,SÍ,AMBAS,SÍ,SÍ,2.3 Mbps,1.9 Mbps,362 ms,3 ms
Edo. Méx.,15113,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE VALLE DE BRAVO,"CARR. FED. VALLE DE BRAVO KM 30 S/N, COL. EJIDO DE SAN ANTONIO DE LA LAGUNA, C.P. 51200, VALLE DE BRAVO, EDO. MÉX.",,SÍ,100 Mbps,SÍ,NO,AMBAS,SÍ,SÍ,83Mbps,110 Mbps,6ms,2ms
Edo. Méx.,15114,45,3,9,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DE VILLA GUERRERO,"CARR. FEDERAL TOLUCA-IXTAPAN DE LA SAL KM. 64.5 S/N, COL. LA FINCA, C.P. 51763, VILLA GUERRERO, EDO. MÉX.",,SÍ,25 MB,"FIREFOX / 
CHROME",NO,NO,SÍ,SÍ,"3,6 Mbps",36 Mbps,78 ms,2 ms
